lat_grid,lon_grid,customers,churned_customers,avg_cltv,revenue,churn_rate_pct,revenue_at_risk
37.27,-121.85,4,1,4332.25,10482.03,25.0,103.62
37.28,-121.99,4,1,3004.25,8731.16,25.0,1200.86
37.28,-121.95,4,1,5287.5,25177.85,25.0,10717.17
37.28,-121.83,4,1,4006.75,5887.72,25.0,230.2
37.29,-122.22,4,0,4691.25,6919.33,0.0,0.0
37.29,-121.89,4,1,4715.75,10587.09,25.0,893.55
37.29,-121.72,4,3,3051.25,3801.55,75.0,1810.63
37.29,-119.55,4,0,4625.25,10440.82,0.0,0.0
37.29,-119.22,4,0,3850.75,19720.81,0.0,0.0
37.3,-121.81,4,2,4673.25,11681.54,50.0,1839.62
37.31,-122.08,4,2,5098.0,13448.98,50.0,12440.36
37.31,-122.0,4,2,3578.0,12168.16,50.0,7290.08
37.31,-121.96,4,1,4336.75,26595.96,25.0,4562.56
37.32,-121.94,4,1,3804.75,12577.36,25.0,5581.55
37.32,-120.86,4,1,4197.0,12829.61,25.0,1754.3
37.32,-120.66,4,2,5017.25,4547.89,50.0,904.47
37.33,-122.34,4,0,3640.0,3175.11,0.0,0.0
37.33,-121.92,4,1,5069.5,13453.65,25.0,4478.16
37.33,-121.89,4,1,4528.0,14505.6,25.0,524.31
37.33,-121.83,4,0,4668.25,10261.69,0.0,0.0
37.33,-120.31,4,2,4255.5,8321.96,50.0,3670.0
37.34,-121.88,4,1,4703.25,16030.74,25.0,545.92
37.34,-121.78,4,0,5801.25,12204.9,0.0,0.0
37.34,-121.04,4,1,4542.25,10173.62,25.0,526.16
37.35,-122.13,4,0,3297.75,4716.6,0.0,0.0
37.35,-122.09,4,1,5175.0,23247.38,25.0,653.13
37.35,-122.04,4,0,5131.0,17653.29,0.0,0.0
37.35,-121.98,4,0,3656.75,4465.38,0.0,0.0
37.35,-121.95,4,2,4151.25,13523.96,50.0,6216.15
37.35,-121.91,4,2,4079.25,8374.47,50.0,2342.99
37.35,-121.85,4,2,4506.0,11423.42,50.0,4350.1
37.36,-120.75,4,1,4556.5,10468.87,25.0,160.58
37.37,-122.22,4,1,5451.75,17062.96,25.0,3264.45
37.37,-121.86,4,0,4898.75,11951.32,0.0,0.0
37.38,-122.09,4,2,4942.0,11416.59,50.0,7052.99
37.38,-122.02,4,1,5175.75,15483.29,25.0,1702.32
37.38,-121.8,4,3,3013.0,5272.42,75.0,4171.33
37.38,-121.63,4,0,5415.25,23679.35,0.0,0.0
37.38,-119.74,4,1,3666.0,9336.36,25.0,117.46
37.39,-122.18,4,2,4573.25,6168.9,50.0,804.52
37.39,-122.08,4,0,3841.0,10172.52,0.0,0.0
37.39,-121.97,4,1,3358.5,11488.28,25.0,1077.5
37.39,-121.9,4,1,4018.5,8082.41,25.0,1898.05
37.39,-120.89,4,0,4120.25,11693.86,0.0,0.0
37.39,-120.13,4,1,3807.0,18083.55,25.0,1378.7
37.4,-120.51,4,2,5151.75,16253.58,50.0,8422.58
37.41,-122.3,4,1,3740.0,17466.7,25.0,6326.6
37.41,-121.32,4,1,3552.5,13071.52,25.0,1337.19
37.42,-122.17,4,0,4816.75,12001.53,0.0,0.0
37.42,-122.13,4,1,3965.5,3847.58,25.0,470.6
37.42,-122.06,4,2,5084.5,20094.66,50.0,8442.33
37.42,-122.01,4,1,4029.75,17662.27,25.0,228.57
37.42,-121.75,4,1,4302.25,6818.49,25.0,218.98
37.42,-120.77,4,3,4758.25,12176.13,75.0,7683.8
37.42,-120.67,4,0,4353.5,13732.49,0.0,0.0
37.42,-120.6,4,1,3667.5,5005.4,25.0,73.11
37.43,-121.95,4,1,3686.75,10616.26,25.0,1226.6
37.44,-122.15,4,0,4959.5,16163.27,0.0,0.0
37.44,-121.88,4,1,4384.75,23913.46,25.0,10013.7
37.44,-121.05,4,1,4902.75,12500.74,25.0,3351.2
37.45,-122.2,4,2,4339.25,11851.42,50.0,4494.17
37.45,-122.18,4,0,4929.5,20570.96,0.0,0.0
37.45,-121.99,4,1,3520.25,3979.35,25.0,777.75
37.46,-122.41,4,1,5249.25,20516.91,25.0,3471.17
37.46,-122.24,4,1,4656.0,13704.77,25.0,1503.4
37.46,-122.12,4,1,4602.75,14997.76,25.0,7215.37
37.46,-119.35,4,1,5218.5,12151.21,25.0,86.24
37.47,-120.88,4,1,4029.25,9588.0,25.0,4238.35
37.47,-120.67,4,1,3364.0,8113.7,25.0,679.97
37.48,-120.23,4,0,4376.0,6786.95,0.0,0.0
37.48,-119.68,4,0,4030.75,13453.57,0.0,0.0
37.5,-122.27,4,0,5117.5,9927.34,0.0,0.0
37.5,-122.2,4,1,4517.5,17555.81,25.0,1889.29
37.5,-122.03,4,0,4898.25,12269.74,0.0,0.0
37.51,-122.31,4,1,4765.75,14760.7,25.0,3027.4
37.51,-121.96,4,2,3845.0,6336.82,50.0,612.11
37.52,-122.5,4,0,4898.75,16936.66,0.0,0.0
37.52,-121.9,4,3,3403.0,6008.56,75.0,2609.04
37.52,-120.76,4,1,4883.5,17651.35,25.0,2628.34
37.52,-120.43,4,2,4559.5,18689.56,50.0,9829.38
37.53,-122.23,4,0,5318.0,17008.61,0.0,0.0
37.53,-120.85,4,2,4345.75,11336.58,50.0,3136.81
37.53,-119.99,4,2,3081.75,5218.03,50.0,172.67
37.54,-122.51,4,0,4307.75,16785.58,0.0,0.0
37.54,-122.31,4,1,4973.25,17919.58,25.0,5375.4
37.55,-120.95,4,0,3577.5,8252.79,0.0,0.0
37.55,-118.84,4,0,5077.5,9581.36,0.0,0.0
37.56,-122.32,4,3,3631.0,3906.79,75.0,3323.1
37.56,-122.27,4,0,4668.25,15302.85,0.0,0.0
37.56,-122.08,4,2,5334.5,3166.49,50.0,810.46
37.56,-120.91,4,0,3704.5,6695.0,0.0,0.0
37.57,-122.46,4,0,3463.75,16701.98,0.0,0.0
37.57,-122.37,4,2,3438.25,3355.21,50.0,1892.41
37.57,-121.96,4,0,4933.75,30590.59,0.0,0.0
37.57,-121.66,4,1,4811.75,14644.56,25.0,1359.7
37.58,-119.97,4,0,4185.5,14654.1,0.0,0.0
37.59,-122.31,4,1,2969.75,3674.52,25.0,964.77
37.59,-122.05,4,2,2845.25,5608.02,50.0,3927.08
37.59,-121.86,4,1,4748.75,12227.62,25.0,3018.26
37.59,-120.85,4,2,3337.0,6656.08,50.0,2223.73
37.6,-122.4,4,1,3684.0,5162.64,25.0,1517.73
37.61,-121.26,4,2,5054.0,14996.69,50.0,420.27
37.61,-121.11,4,2,4222.0,6223.24,50.0,873.24
37.61,-120.7,4,2,5054.75,14497.67,50.0,1242.32
37.62,-122.43,4,1,4271.5,6312.52,25.0,1539.99
37.62,-121.01,4,1,3777.75,8224.67,25.0,913.39
37.63,-122.12,4,2,3701.5,12811.63,50.0,3191.16
37.63,-121.86,4,1,4093.0,9063.27,25.0,3751.77
37.64,-122.04,4,1,5931.5,12994.44,25.0,2066.35
37.64,-120.96,4,1,4550.5,10596.62,25.0,99.23
37.65,-122.43,4,2,3627.75,5449.69,50.0,3037.46
37.65,-119.82,4,0,3614.75,13595.58,0.0,0.0
37.65,-119.23,4,1,4146.0,16935.77,25.0,35.25
37.65,-118.23,4,1,4872.75,16619.22,25.0,102.61
37.66,-122.05,4,1,4171.5,6272.57,25.0,4294.37
37.67,-122.08,4,1,4644.25,20991.33,25.0,176.28
37.67,-121.01,4,3,3902.75,9013.03,75.0,5820.56
37.67,-120.95,4,2,4234.0,14066.18,50.0,1231.96
37.67,-120.88,4,1,5105.0,14076.83,25.0,395.19
37.67,-120.63,4,2,5044.25,18043.77,50.0,8287.88
37.67,-120.41,4,1,4389.0,27176.83,25.0,7889.85
37.68,-122.48,4,1,4430.5,14024.22,25.0,3271.65
37.68,-122.41,4,1,4489.0,10516.04,25.0,22.54
37.68,-122.13,4,1,2817.0,7248.96,25.0,2563.54
37.68,-121.45,4,0,5431.75,24042.61,0.0,0.0
37.69,-122.45,4,4,3811.0,4731.62,100.0,4731.62
37.69,-122.16,4,1,2694.0,11882.94,25.0,4603.51
37.69,-121.91,4,2,4533.25,13867.93,50.0,3692.44
37.7,-122.13,4,0,3714.25,8239.89,0.0,0.0
37.71,-122.08,4,1,3299.75,5226.36,25.0,165.99
37.71,-121.93,4,2,3675.0,9785.04,50.0,1408.43
37.71,-121.09,4,1,4277.5,13530.78,25.0,60.75
37.72,-122.49,4,2,3978.25,15280.31,50.0,3049.64
37.72,-122.44,4,1,4597.5,11244.43,25.0,335.25
37.72,-122.41,4,0,4817.0,7192.43,0.0,0.0
37.72,-122.22,4,0,4480.75,6318.26,0.0,0.0
37.72,-122.16,4,0,3584.5,8870.51,0.0,0.0
37.72,-122.02,4,0,5338.0,21717.75,0.0,0.0
37.72,-121.03,4,2,4760.5,3646.79,50.0,2576.35
37.72,-120.11,4,0,5207.5,19426.18,0.0,0.0
37.73,-122.38,4,0,4207.75,20719.35,0.0,0.0
37.73,-120.95,4,4,3411.75,7619.76,100.0,7619.76
37.73,-119.06,4,0,3826.75,13162.68,0.0,0.0
37.74,-122.49,4,0,4687.75,9320.98,0.0,0.0
37.74,-122.46,4,2,5019.5,10719.82,50.0,178.57
37.74,-122.18,4,1,4978.75,18803.39,25.0,1335.0
37.75,-122.44,4,1,4996.0,10742.71,25.0,1002.22
37.75,-122.42,4,1,4481.75,20311.61,25.0,1650.45
37.75,-122.2,4,0,4615.25,10781.44,0.0,0.0
37.75,-121.24,4,0,4419.5,7004.69,0.0,0.0
37.75,-121.13,4,0,4239.25,11937.97,0.0,0.0
37.76,-122.48,4,2,4502.75,8379.52,50.0,7432.66
37.76,-122.43,4,3,3992.25,15396.01,75.0,9642.88
37.76,-122.14,4,0,4386.0,8775.79,0.0,0.0
37.77,-122.45,4,2,3922.0,13747.64,50.0,4693.75
37.77,-122.41,4,0,4942.75,10779.23,0.0,0.0
37.77,-122.4,4,1,4811.5,19665.77,25.0,419.51
37.77,-122.27,4,0,3697.25,7774.4,0.0,0.0
37.77,-121.98,4,1,4612.25,6157.32,25.0,622.45
37.78,-122.5,4,1,4704.0,11870.06,25.0,114.82
37.78,-122.46,4,0,4329.75,12554.43,0.0,0.0
37.78,-122.42,4,1,3699.5,7112.96,25.0,1356.99
37.78,-122.22,4,3,4192.75,9142.02,75.0,8928.91
37.79,-122.44,4,1,3179.5,6242.6,25.0,118.89
37.79,-122.42,4,1,4620.75,14874.1,25.0,3813.75
37.79,-122.41,4,2,3976.25,4869.98,50.0,1220.31
37.79,-122.4,8,4,4187.88,27457.85,50.0,9886.94
37.79,-122.24,4,1,4084.25,12944.5,25.0,1026.6
37.79,-122.15,4,1,3133.5,6724.95,25.0,105.16
37.79,-121.9,4,0,4482.5,21311.09,0.0,0.0
37.79,-120.78,4,2,4328.25,11463.48,50.0,3263.37
37.8,-122.46,4,1,4783.0,18241.64,25.0,95.77
37.8,-122.44,4,2,4118.5,7624.82,50.0,5933.94
37.8,-122.41,4,0,3836.25,7893.11,0.0,0.0
37.8,-122.4,4,0,4385.5,8328.43,0.0,0.0
37.8,-122.21,4,2,4778.25,13314.91,50.0,224.18
37.81,-122.3,4,1,4965.5,22028.17,25.0,1030.19
37.81,-122.27,4,0,3462.75,9415.49,0.0,0.0
37.81,-122.24,4,0,4011.25,6650.02,0.0,0.0
37.81,-121.31,4,2,3572.75,12167.24,50.0,2273.29
37.82,-122.37,4,3,3756.5,6426.2,75.0,5947.93
37.82,-121.98,4,1,4185.75,17395.57,25.0,1055.4
37.82,-121.01,4,0,4124.0,5048.63,0.0,0.0
37.82,-120.26,4,2,4665.75,8999.82,50.0,3111.43
37.83,-122.26,4,1,5152.5,15907.78,25.0,2533.78
37.83,-122.22,4,2,4390.75,13854.49,50.0,4787.56
37.83,-122.11,4,2,5702.0,3656.3,50.0,613.56
37.83,-121.6,4,3,4720.75,14545.74,75.0,4759.11
37.83,-121.2,4,0,4607.75,7121.9,0.0,0.0
37.84,-122.29,4,2,4165.0,12132.85,50.0,1046.61
37.85,-122.52,4,3,4212.5,7062.34,75.0,7023.56
37.85,-122.24,4,1,4195.75,6221.41,25.0,2544.36
37.85,-120.49,4,1,4548.75,21143.33,25.0,2190.16
37.86,-122.28,4,2,3821.75,12274.37,50.0,2362.85
37.86,-122.24,4,1,4425.75,12774.59,25.0,495.96
37.86,-122.08,4,1,4330.5,9683.32,25.0,2180.27
37.86,-121.99,4,0,5193.75,30424.46,0.0,0.0
37.87,-122.3,4,1,5496.0,21111.75,25.0,1073.39
37.87,-122.29,4,0,5168.5,7633.02,0.0,0.0
37.87,-122.25,4,2,4656.75,4768.74,50.0,3018.89
37.87,-122.21,4,1,4006.0,8124.25,25.0,122.63
37.87,-121.29,4,1,4981.5,15892.35,25.0,1846.9
37.88,-122.27,4,1,4250.0,5371.82,25.0,886.94
37.88,-121.85,4,1,4791.0,8286.65,25.0,31.45
37.89,-122.47,4,0,3832.0,9820.58,0.0,0.0
37.89,-122.3,4,2,4286.5,15788.32,50.0,4402.92
37.89,-119.18,4,1,5283.75,21815.7,25.0,5620.45
37.9,-122.57,4,1,3687.0,5864.92,25.0,391.93
37.9,-122.28,4,1,4318.25,10645.39,25.0,351.06
37.9,-122.26,4,1,4081.5,6899.92,25.0,328.36
37.9,-122.05,4,2,4420.25,8383.97,50.0,474.51
37.9,-121.44,4,1,4382.75,6440.21,25.0,269.84
37.9,-119.67,4,1,4287.75,8100.68,25.0,3560.05
37.91,-122.13,4,1,4248.75,11405.31,25.0,157.26
37.91,-121.68,4,0,4491.0,14316.4,0.0,0.0
37.92,-122.66,4,1,3843.5,6655.79,25.0,868.65
37.92,-122.51,4,1,4253.5,11567.02,25.0,97.81
37.92,-122.34,4,1,3946.75,14673.07,25.0,1950.29
37.92,-122.29,4,0,4347.25,18933.22,0.0,0.0
37.92,-122.01,4,1,4436.75,12682.85,25.0,4353.07
37.94,-122.72,4,1,4421.0,5669.28,25.0,53.89
37.94,-122.53,4,2,4880.0,11052.77,50.0,7743.06
37.94,-122.49,4,0,5273.5,11377.21,0.0,0.0
37.94,-122.32,4,2,4198.5,17175.14,50.0,6806.27
37.94,-120.67,4,0,4396.0,13347.01,0.0,0.0
37.94,-120.19,4,1,3792.0,11196.94,25.0,6164.81
37.95,-122.56,4,1,4909.0,12099.94,25.0,1424.44
37.95,-122.38,4,1,4577.75,22068.04,25.0,376.48
37.95,-122.08,4,1,4331.0,16585.44,25.0,9069.15
37.95,-122.02,4,0,4925.5,13930.34,0.0,0.0
37.95,-121.33,4,0,4388.25,6819.12,0.0,0.0
37.95,-121.14,4,0,4653.5,9059.29,0.0,0.0
37.96,-122.29,4,1,3768.75,12651.35,25.0,1790.57
37.96,-121.29,4,2,4982.25,10174.28,50.0,7273.84
37.96,-120.86,4,0,3832.5,12285.18,0.0,0.0
37.97,-122.61,4,0,5559.0,16766.59,0.0,0.0
37.97,-122.49,4,2,4047.25,18560.96,50.0,6565.29
37.97,-121.97,4,2,3926.25,10857.46,50.0,5039.61
37.97,-121.32,4,1,4202.75,3088.68,25.0,141.0
37.97,-121.26,4,0,4009.25,14365.67,0.0,0.0
37.98,-122.34,4,1,4430.5,10327.69,25.0,179.97
37.98,-121.8,4,2,4136.5,18918.43,50.0,6482.51
37.98,-120.34,4,0,4983.25,18619.48,0.0,0.0
37.99,-122.58,4,2,4978.0,11651.72,50.0,2291.02
37.99,-122.21,4,0,4673.25,9470.27,0.0,0.0
37.99,-122.01,4,1,4275.75,12925.13,25.0,5206.5
37.99,-120.26,4,2,4033.0,14627.49,50.0,9264.04
38.0,-122.66,4,0,4321.25,6935.25,0.0,0.0
38.0,-122.29,4,2,5315.75,11261.06,50.0,8898.78
38.0,-121.69,4,1,4407.0,16260.0,25.0,981.8
38.0,-121.32,4,1,4726.25,13993.3,25.0,747.69
38.01,-122.69,4,1,3849.5,5238.43,25.0,526.95
38.01,-122.64,4,1,4637.75,11115.32,25.0,1061.85
38.01,-122.12,4,2,4385.5,15706.93,50.0,12640.48
38.01,-122.04,4,3,4714.25,536.56,75.0,279.96
38.01,-121.92,4,1,4318.25,20247.82,25.0,388.21
38.02,-122.69,4,0,3845.5,10610.3,0.0,0.0
38.02,-122.55,4,2,3838.25,15297.44,50.0,5113.52
38.03,-122.23,4,2,3765.0,15449.7,50.0,9527.92
38.03,-121.39,4,1,4142.75,9819.36,25.0,273.92
38.03,-121.3,4,1,4904.0,21012.22,25.0,375.77
38.04,-122.2,4,2,3462.25,8003.38,50.0,3445.97
38.04,-121.35,4,3,4140.0,13230.62,75.0,7991.62
38.05,-122.78,4,1,4445.0,17524.59,25.0,8645.19
38.05,-122.23,4,2,4379.0,6291.84,50.0,1386.99
38.05,-121.65,4,0,4366.0,16808.56,0.0,0.0
38.05,-121.22,4,2,3551.25,9928.0,50.0,2612.6
38.05,-121.03,4,1,4801.0,6361.23,25.0,111.35
38.06,-122.83,4,1,4917.25,5912.92,25.0,1141.71
38.06,-120.46,4,2,4401.0,21203.43,50.0,7582.39
38.07,-122.67,4,1,5148.75,12488.49,25.0,1276.14
38.07,-122.52,4,2,5481.25,13504.08,50.0,5939.97
38.07,-120.63,4,2,3764.25,6695.56,50.0,4834.15
38.09,-122.28,4,0,4424.5,10131.75,0.0,0.0
38.09,-120.38,4,2,5184.25,15371.2,50.0,2331.61
38.1,-122.95,4,1,3543.25,3491.5,25.0,96.59
38.1,-122.25,4,2,3795.0,7033.65,50.0,4215.09
38.11,-122.63,4,1,3770.0,11853.86,25.0,203.27
38.11,-122.19,4,0,3863.75,12614.56,0.0,0.0
38.11,-122.12,4,0,4700.0,9359.6,0.0,0.0
38.11,-120.23,4,0,5445.25,24076.82,0.0,0.0
38.11,-120.08,4,1,4790.25,15338.5,25.0,5703.76
38.12,-121.16,4,2,4412.25,6952.66,50.0,1635.21
38.12,-120.13,4,1,4908.0,21981.62,25.0,113.17
38.13,-122.83,4,2,4511.25,6347.54,50.0,4511.1
38.13,-121.41,4,1,4196.75,21353.41,25.0,1087.2
38.14,-122.56,4,3,4342.0,6623.1,75.0,2419.17
38.14,-121.84,4,1,3474.0,13476.62,25.0,4244.85
38.15,-121.74,4,1,4337.5,10542.62,25.0,1273.3
38.15,-121.6,4,1,4595.5,11535.17,25.0,91.39
38.15,-120.44,4,1,4485.25,13616.47,25.0,5152.99
38.16,-122.27,4,1,3553.25,6571.08,25.0,113.81
38.16,-121.52,4,2,3971.0,13076.09,50.0,4643.13
38.16,-120.85,4,1,4173.0,19071.66,25.0,8454.25
38.17,-121.31,4,1,5250.25,10636.33,25.0,5172.89
38.17,-121.14,4,1,4979.5,20152.15,25.0,496.54
38.18,-120.9,4,0,4000.25,12179.73,0.0,0.0
38.18,-120.36,4,2,4279.75,17251.19,50.0,9293.78
38.18,-119.29,4,0,4167.5,10441.27,0.0,0.0
38.19,-120.96,4,1,4491.0,8346.29,25.0,36.63
38.2,-122.02,4,0,4855.75,11276.89,0.0,0.0
38.2,-121.24,4,3,5254.5,18107.96,75.0,10471.36
38.2,-120.62,4,0,4911.25,14792.96,0.0,0.0
38.21,-120.34,4,1,3874.25,4572.69,25.0,259.8
38.22,-119.76,4,2,4754.0,11624.44,50.0,8106.44
38.23,-122.32,4,1,4260.75,6068.96,25.0,965.89
38.23,-121.03,4,1,5072.5,13190.15,25.0,120.48
38.23,-120.86,4,1,3964.75,15129.82,25.0,5512.9
38.24,-122.96,4,0,3795.5,11719.2,0.0,0.0
38.24,-122.9,4,1,4907.25,5310.54,25.0,197.43
38.24,-122.78,4,0,3774.0,12020.75,0.0,0.0
38.24,-122.56,4,0,3767.25,10581.49,0.0,0.0
38.24,-121.59,4,2,5353.75,8136.59,50.0,193.11
38.24,-120.42,4,2,3642.0,7841.25,50.0,1877.91
38.25,-122.46,4,1,4993.75,11943.63,25.0,578.61
38.26,-120.52,4,1,4144.75,5876.12,25.0,3823.36
38.27,-121.94,4,2,4216.75,18523.31,50.0,15554.64
38.27,-121.26,4,1,4834.75,9309.49,25.0,1423.7
38.29,-122.03,4,2,3249.75,11533.14,50.0,10243.43
38.3,-120.59,4,0,4708.25,7526.54,0.0,0.0
38.31,-121.55,4,0,3457.75,7405.47,0.0,0.0
38.31,-121.12,4,1,4682.75,11335.47,25.0,3674.85
38.32,-120.24,4,1,4371.0,1215.61,25.0,74.15
38.33,-122.72,4,2,5285.0,8844.94,50.0,135.88
38.33,-122.64,4,0,4408.25,15300.24,0.0,0.0
38.33,-121.92,4,0,5078.75,17306.66,0.0,0.0
38.34,-122.98,4,0,4272.75,8624.99,0.0,0.0
38.34,-122.94,4,1,4697.5,10210.56,25.0,160.5
38.34,-120.95,4,0,4551.25,23533.64,0.0,0.0
38.34,-120.77,4,3,3802.75,5707.29,75.0,2929.44
38.35,-122.7,4,1,3996.5,8621.56,25.0,462.84
38.35,-122.52,2,2,4059.0,1405.04,100.0,1405.04
38.35,-121.9,4,2,4612.0,5804.91,50.0,1528.28
38.35,-121.44,4,2,5122.25,21044.79,50.0,11281.73
38.36,-120.58,4,2,4686.25,11869.8,50.0,315.9
38.37,-122.52,4,1,4544.25,11094.77,25.0,1161.5
38.38,-123.04,4,1,4576.5,19545.44,25.0,2519.91
38.38,-121.58,4,2,4115.5,9870.53,50.0,8429.91
38.38,-121.51,4,1,4433.5,24090.18,25.0,7435.88
38.39,-122.74,4,2,4587.0,14461.65,50.0,5618.58
38.39,-121.8,4,1,3544.75,6125.29,25.0,290.03
38.39,-121.23,4,1,4332.5,18743.54,25.0,1460.29
38.39,-120.42,4,0,4249.75,7812.89,0.0,0.0
38.4,-122.86,4,0,4058.75,12036.54,0.0,0.0
38.4,-120.64,4,1,3683.75,12651.4,25.0,643.45
38.42,-123.0,4,0,4078.5,23727.88,0.0,0.0
38.42,-122.52,4,0,5021.25,20033.88,0.0,0.0
38.42,-122.37,4,0,3994.0,10708.49,0.0,0.0
38.42,-122.02,4,1,3868.0,7162.35,25.0,43.41
38.42,-120.47,4,1,3840.5,3749.37,25.0,51.62
38.43,-122.87,4,1,4908.25,10630.16,25.0,569.55
38.43,-121.31,4,2,4096.5,8844.86,50.0,3569.35
38.43,-120.84,4,3,4683.25,3815.67,75.0,3098.14
38.43,-120.77,4,1,4176.25,11597.77,25.0,4607.62
38.43,-119.48,4,0,4906.25,14093.25,0.0,0.0
38.44,-122.67,4,2,3957.75,7736.32,50.0,5928.54
38.45,-123.06,4,0,3639.25,14676.4,0.0,0.0
38.45,-121.5,4,0,3983.75,13994.16,0.0,0.0
38.46,-122.79,4,2,3458.5,3160.99,50.0,539.05
38.47,-123.02,4,0,5474.25,28659.54,0.0,0.0
38.47,-122.58,4,2,4380.75,5414.42,50.0,3281.59
38.47,-121.11,4,2,4281.0,11462.82,50.0,1956.58
38.48,-121.44,4,1,4386.5,15162.33,25.0,102.91
38.48,-120.6,4,0,4593.25,15629.35,0.0,0.0
38.49,-122.78,4,2,5339.0,16971.09,50.0,7794.14
38.49,-122.75,4,1,4145.75,8963.21,25.0,124.22
38.49,-122.27,4,2,4550.25,23291.46,50.0,9447.0
38.49,-121.53,4,2,4354.0,8729.92,50.0,1858.52
38.49,-121.4,4,2,4347.25,14262.52,50.0,718.19
38.49,-121.33,4,1,4931.0,14089.29,25.0,4718.72
38.49,-121.28,4,0,5067.0,14661.99,0.0,0.0
38.49,-120.89,4,2,4475.75,16036.01,50.0,715.76
38.5,-122.92,4,0,5127.0,15700.25,0.0,0.0
38.51,-123.19,4,1,4560.75,8229.67,25.0,884.15
38.51,-121.68,4,2,3229.5,5275.02,50.0,1437.2
38.51,-121.5,4,0,5289.75,12144.65,0.0,0.0
38.51,-120.7,4,0,4305.5,5765.9,0.0,0.0
38.52,-122.98,4,1,3948.5,15676.5,25.0,675.67
38.52,-121.44,4,1,4407.0,24885.62,25.0,2140.03
38.53,-123.01,4,1,5513.75,22827.25,25.0,1002.08
38.53,-122.81,4,0,5315.25,13831.97,0.0,0.0
38.53,-122.71,4,2,3999.0,6021.14,50.0,3999.52
38.54,-122.42,4,1,4607.0,16660.47,25.0,1448.8
38.54,-121.69,4,2,4069.5,9772.21,50.0,1761.1
38.54,-121.44,4,1,3725.5,16229.33,25.0,9203.52
38.54,-121.38,4,1,4161.0,4877.11,25.0,36.46
38.55,-122.47,4,2,5359.25,10961.06,50.0,4053.0
38.55,-121.46,4,1,4110.25,15594.68,25.0,519.87
38.55,-121.33,4,1,5307.75,24953.93,25.0,7593.69
38.55,-121.27,4,2,3538.5,7987.57,50.0,1437.73
38.55,-120.74,4,0,5119.25,5812.11,0.0,0.0
38.55,-120.27,4,1,5009.0,22171.65,25.0,1821.45
38.56,-121.5,4,1,5224.0,5940.39,25.0,326.3
38.57,-121.47,4,0,4724.5,16675.07,0.0,0.0
38.57,-121.44,4,1,4270.75,6435.07,25.0,42.37
38.58,-123.19,4,0,3954.25,14904.73,0.0,0.0
38.58,-122.3,4,2,5658.0,15922.61,50.0,5337.9
38.58,-122.02,4,2,3953.75,15700.79,50.0,3085.63
38.58,-121.49,4,1,4337.5,7507.68,25.0,2552.05
38.59,-121.54,4,1,3082.0,7734.02,25.0,2847.99
38.59,-121.41,4,1,4304.25,18126.74,25.0,4525.94
38.59,-121.38,4,1,4171.0,10684.15,25.0,3311.86
38.59,-121.16,4,2,3709.0,12255.97,50.0,6617.95
38.6,-121.28,4,1,4619.0,15887.32,25.0,4633.22
38.6,-120.96,4,0,4786.5,17086.41,0.0,0.0
38.61,-121.45,4,2,5246.0,11358.72,50.0,1086.98
38.61,-120.59,4,0,4205.25,22900.37,0.0,0.0
38.62,-122.91,4,1,4730.25,18002.0,25.0,3657.38
38.62,-121.52,4,0,4716.25,11797.78,0.0,0.0
38.63,-122.59,4,1,4187.5,14227.05,25.0,1525.31
38.63,-121.59,4,0,5584.75,24487.56,0.0,0.0
38.63,-121.38,4,1,4487.25,8281.09,25.0,83.73
38.63,-121.33,4,2,4409.75,6323.78,50.0,3093.3
38.63,-120.84,4,1,4180.5,9703.83,25.0,274.03
38.63,-120.02,4,1,2631.25,9226.73,25.0,1412.9
38.64,-120.52,4,3,4493.0,19998.69,75.0,10695.86
38.64,-119.49,3,0,4162.33,16000.98,0.0,0.0
38.65,-121.52,4,0,4470.25,7997.33,0.0,0.0
38.65,-121.44,4,3,4503.25,10853.37,75.0,8600.77
38.65,-121.25,4,2,4475.5,8639.77,50.0,5860.3
38.66,-121.35,4,0,4229.5,13640.79,0.0,0.0
38.67,-122.4,4,3,5032.25,9111.9,75.0,8492.23
38.67,-121.96,4,1,3584.75,6090.19,25.0,3315.47
38.67,-121.39,4,0,5695.0,15962.27,0.0,0.0
38.67,-121.15,4,2,4050.5,17779.99,50.0,6143.72
38.68,-122.13,4,0,4651.75,9011.97,0.0,0.0
38.68,-121.06,4,0,4069.0,8252.89,0.0,0.0
38.68,-120.81,4,2,4957.75,6316.49,50.0,601.92
38.69,-121.69,4,2,3762.0,3124.53,50.0,486.22
38.69,-121.6,4,1,5225.25,21144.05,25.0,3937.45
38.69,-121.54,4,2,3564.75,12303.68,50.0,4579.45
38.69,-121.46,4,1,3803.5,9225.66,25.0,111.01
38.69,-121.35,4,1,5052.5,11040.4,25.0,3510.39
38.69,-121.22,4,3,4475.75,21347.44,75.0,14180.26
38.7,-123.44,4,2,5022.5,15738.59,50.0,2909.0
38.7,-121.31,4,0,5070.5,20237.71,0.0,0.0
38.7,-121.27,4,1,4138.25,18586.09,25.0,3295.68
38.72,-121.86,4,1,3558.0,10762.25,25.0,492.18
38.72,-121.36,4,2,5055.75,9686.59,50.0,1589.27
38.72,-120.99,4,1,3610.25,11193.36,25.0,46.67
38.73,-123.32,4,1,5068.75,11454.97,25.0,2055.58
38.73,-123.06,4,0,5770.0,13137.98,0.0,0.0
38.73,-121.46,4,2,3836.0,16174.32,50.0,4645.52
