state,city,customers,churned_customers,avg_cltv,total_revenue,avg_monthly_charge,avg_satisfaction,churn_rate_pct,revenue_at_risk
California,Palm Springs,9,2,4280.44,17905.81,57.5,3.67,22.22,2075.14
California,Palmdale,16,6,4076.19,39192.64,54.08,2.81,37.5,18241.71
California,Palo Alto,16,4,4525.25,41177.51,56.39,3.0,25.0,8490.49
California,Palo Cedro,4,2,4699.0,17865.16,91.59,3.25,50.0,678.85
California,Palo Verde,5,0,5646.0,26295.98,78.17,3.6,0.0,0.0
California,Palomar Mountain,3,1,5364.33,14296.93,72.48,3.67,33.33,30.5
California,Palos Verdes Peninsula,5,0,4530.8,10995.19,57.12,3.6,0.0,0.0
California,Paradise,4,0,4167.5,14497.33,69.85,3.75,0.0,0.0
California,Paramount,5,1,4643.8,20085.71,72.93,3.2,20.0,127.5
California,Parker Dam,4,0,5144.75,18998.77,74.54,3.5,0.0,0.0
California,Parlier,4,1,4120.5,16271.1,69.95,3.25,25.0,3576.43
California,Pasadena,30,9,4226.13,81239.19,63.06,3.1,30.0,26383.57
California,Paskenta,4,3,4664.25,6621.68,80.61,2.25,75.0,6466.03
California,Paso Robles,4,0,5049.5,12956.29,43.24,3.5,0.0,0.0
California,Patterson,4,1,3552.5,13071.52,80.66,3.25,25.0,1337.19
California,Pauma Valley,3,1,3354.33,5461.08,49.57,3.0,33.33,3821.22
California,Paynes Creek,4,1,3724.5,9244.91,72.15,3.25,25.0,118.81
California,Pearblossom,4,3,3833.0,20867.95,80.4,1.75,75.0,10563.45
California,Pebble Beach,4,1,4416.75,16226.07,67.41,4.0,25.0,5492.34
California,Penn Valley,4,0,4880.75,7467.84,49.18,3.5,0.0,0.0
California,Penngrove,4,0,4408.25,15300.24,67.2,3.5,0.0,0.0
California,Penryn,4,1,4013.25,14034.48,71.19,2.5,25.0,8054.52
California,Perris,8,2,3666.62,11859.27,73.62,3.0,25.0,2242.04
California,Pescadero,4,1,4823.0,13105.44,50.01,2.75,25.0,24.6
California,Petaluma,8,0,3770.62,22602.24,58.46,3.38,0.0,0.0
California,Petrolia,4,1,4345.5,12230.48,54.79,3.5,25.0,2626.0
California,Phelan,4,2,4118.75,5269.34,50.51,3.0,50.0,1007.2
California,Phillipsville,4,0,3675.75,7486.99,37.35,3.75,0.0,0.0
California,Philo,4,1,3710.25,12599.06,74.02,3.0,25.0,1408.73
California,Pico Rivera,5,2,4042.6,16354.12,53.76,2.4,40.0,3508.12
California,Piercy,4,1,5825.25,29946.89,88.64,3.0,25.0,7373.82
California,Pilot Hill,4,1,3563.5,4244.01,65.47,3.5,25.0,132.74
California,Pine Grove,4,1,3683.75,12651.4,79.72,2.75,25.0,643.45
California,Pine Valley,5,0,4259.2,13813.85,62.56,3.8,0.0,0.0
California,Pinecrest,4,2,4754.0,11624.44,66.45,2.75,50.0,8106.44
California,Pinole,4,2,5315.75,11261.06,62.85,3.25,50.0,8898.78
California,Pinon Hills,4,0,5206.5,11042.97,63.14,3.5,0.0,0.0
California,Pioneer,4,1,5009.0,22171.65,74.64,3.25,25.0,1821.45
California,Pioneertown,5,0,4363.4,31372.38,88.75,3.6,0.0,0.0
California,Piru,4,3,5061.5,7961.92,52.16,2.5,75.0,7237.57
California,Pismo Beach,3,1,5552.67,2378.12,56.43,2.67,33.33,680.06
California,Pittsburg,4,1,4318.25,20247.82,78.61,3.25,25.0,388.21
California,Pixley,4,0,4144.25,17685.24,61.59,3.75,0.0,0.0
California,Placentia,4,1,5237.25,24916.23,90.62,3.0,25.0,106.84
California,Placerville,4,0,4368.75,4725.14,58.76,4.25,0.0,0.0
California,Planada,4,2,4255.5,8321.96,66.75,2.75,50.0,3670.0
California,Platina,4,1,4145.25,4372.41,41.28,3.75,25.0,81.05
California,Playa Del Rey,5,0,4488.0,19276.14,64.6,4.4,0.0,0.0
California,Pleasant Grove,4,2,4123.75,19391.82,93.15,2.25,50.0,9450.9
California,Pleasant Hill,4,1,4331.0,16585.44,76.03,3.0,25.0,9069.15
California,Pleasanton,8,3,4313.12,22931.2,53.14,3.12,37.5,7444.21
California,Plymouth,4,2,4475.75,16036.01,66.62,3.0,50.0,715.76
California,Point Arena,4,1,4859.0,15125.52,49.31,3.25,25.0,2834.39
California,Point Reyes Station,4,1,4917.25,5912.92,60.68,3.75,25.0,1141.71
California,Pollock Pines,4,1,3251.75,13770.74,88.6,3.0,25.0,1126.82
California,Pomona,15,5,4641.93,53046.67,67.99,3.2,33.33,16164.28
California,Pope Valley,4,3,5032.25,9111.9,59.41,2.25,75.0,8492.23
California,Port Costa,4,2,3462.25,8003.38,61.16,2.5,50.0,3445.97
California,Port Hueneme,4,1,4171.5,9467.09,60.01,3.75,25.0,249.88
California,Porter Ranch,5,1,3970.0,13954.01,64.92,3.0,20.0,94.78
California,Porterville,4,1,3878.75,14081.43,63.15,4.25,25.0,3912.94
California,Portola,3,0,5319.0,14034.83,49.52,3.33,0.0,0.0
California,Portola Valley,4,1,5451.75,17062.96,63.1,3.0,25.0,3264.45
California,Posey,4,1,3101.75,9217.3,60.24,3.0,25.0,62.25
California,Potrero,5,0,4912.0,25567.95,72.38,3.8,0.0,0.0
California,Potter Valley,4,0,4404.75,23074.06,66.79,3.75,0.0,0.0
California,Poway,5,1,4675.2,25890.39,77.47,3.6,20.0,8950.8
California,Prather,4,1,4819.75,23430.43,85.11,2.75,25.0,7361.72
California,Princeton,4,2,5485.75,14324.97,82.54,3.0,50.0,3190.91
California,Quincy,4,3,3213.25,3498.87,65.26,2.25,75.0,3097.31
California,Raisin City,4,0,5132.0,25355.41,88.62,4.0,0.0,0.0
California,Ramona,4,0,4189.5,17799.26,87.12,3.5,0.0,0.0
California,Ranchita,4,0,4884.0,23849.28,76.9,3.75,0.0,0.0
California,Rancho Cordova,8,3,4164.0,28143.29,73.53,3.25,37.5,11251.17
California,Rancho Cucamonga,20,4,4242.1,73887.98,73.91,3.35,20.0,7554.49
California,Rancho Mirage,5,2,4360.0,14294.74,68.27,3.6,40.0,190.39
California,Rancho Palos Verdes,5,0,3675.0,17616.95,74.42,4.0,0.0,0.0
California,Rancho Santa Fe,9,0,4709.11,22815.55,58.41,4.0,0.0,0.0
California,Rancho Santa Margarita,4,1,5288.75,17971.94,82.89,3.75,25.0,1672.17
California,Randsburg,4,1,3925.0,5593.13,64.01,3.0,25.0,662.0
California,Ravendale,3,0,4528.0,9826.63,68.6,4.0,0.0,0.0
California,Raymond,4,0,3936.75,15425.98,63.31,3.0,0.0,0.0
California,Red Bluff,4,2,5500.25,15007.41,74.4,3.0,50.0,6068.15
California,Redcrest,4,0,3912.75,3635.15,47.75,3.75,0.0,0.0
California,Redding,12,2,4498.08,26298.88,47.71,3.33,16.67,4298.65
California,Redlands,7,3,4450.0,16333.37,67.14,2.43,42.86,6114.83
California,Redondo Beach,10,1,4472.4,23863.62,64.94,3.7,10.0,196.15
California,Redway,4,1,5129.25,22570.66,83.95,3.0,25.0,10022.26
California,Redwood City,16,3,4557.88,65735.89,72.28,3.0,18.75,9719.29
California,Redwood Valley,4,1,4385.25,15613.14,68.12,3.0,25.0,2460.22
California,Reedley,4,0,3582.75,11570.39,62.32,4.0,0.0,0.0
California,Rescue,4,1,3610.25,11193.36,43.85,3.25,25.0,46.67
California,Reseda,5,2,5211.0,15459.5,57.61,3.2,40.0,571.55
California,Rialto,8,2,4398.75,17402.02,58.7,3.0,25.0,1308.36
California,Richgrove,4,1,3667.75,4548.11,54.15,3.5,25.0,27.39
California,Richmond,12,4,4241.0,53916.25,76.04,2.92,33.33,9133.04
California,Richvale,4,0,4580.25,4971.55,46.12,3.0,0.0,0.0
California,Rio Dell,4,3,4655.5,15111.96,65.88,2.25,75.0,9736.51
California,Rio Linda,4,1,3803.5,9225.66,63.81,3.0,25.0,111.01
California,Rio Nido,4,1,3948.5,15676.5,68.61,3.75,25.0,675.67
California,Rio Oso,4,1,4100.25,5081.74,49.15,3.75,25.0,1350.77
California,Rio Vista,4,1,4337.5,10542.62,66.15,3.25,25.0,1273.3
California,Ripon,4,0,4239.25,11937.97,45.35,3.5,0.0,0.0
California,River Pines,4,0,5119.25,5812.11,40.81,3.25,0.0,0.0
California,Riverbank,4,4,3411.75,7619.76,84.15,1.75,100.0,7619.76
California,Riverdale,4,1,3720.5,14671.45,70.95,2.75,25.0,3867.57
California,Riverside,32,8,4573.72,88614.74,66.13,3.25,25.0,6875.76
California,Rocklin,8,0,4013.0,33384.29,66.11,4.25,0.0,0.0
California,Rodeo,4,2,3765.0,15449.7,81.16,2.75,50.0,9527.92
California,Rohnert Park,4,1,3996.5,8621.56,55.31,2.75,25.0,462.84
California,Rosamond,4,1,4555.0,12651.97,61.15,3.0,25.0,35.9
California,Rosemead,5,3,4298.0,17641.68,95.61,2.8,60.0,9290.02
California,Roseville,12,3,4578.0,58146.49,86.55,3.42,25.0,10529.53
California,Rough And Ready,4,2,4490.75,11757.07,88.88,2.25,50.0,6455.72
California,Round Mountain,4,1,4340.25,7364.47,69.36,3.0,25.0,148.4
California,Rowland Heights,5,3,4471.4,14577.82,66.36,2.6,60.0,6104.52
California,Running Springs,4,3,5434.25,13859.07,55.45,2.0,75.0,12047.73
California,Sacramento,108,26,4540.66,353371.84,62.73,3.25,24.07,59449.2
California,Saint Helena,4,2,5658.0,15922.61,48.29,2.75,50.0,5337.9
California,Salida,4,1,4277.5,13530.78,64.03,3.25,25.0,60.75
California,Salinas,20,4,4369.0,58780.16,53.9,3.9,20.0,3140.23
California,Salton City,5,0,3904.4,10890.0,31.26,4.4,0.0,0.0
California,Salyer,4,1,4868.75,9587.91,59.64,3.0,25.0,160.95
California,Samoa,4,1,4747.75,14570.89,88.75,3.5,25.0,108.8
California,San Andreas,4,0,4911.25,14792.96,45.84,3.0,0.0,0.0
California,San Anselmo,4,2,4978.0,11651.72,56.98,2.75,50.0,2291.02
California,San Ardo,4,0,3460.25,11500.54,57.58,3.75,0.0,0.0
California,San Bernardino,28,8,4426.25,88292.72,64.25,3.18,28.57,23726.13
California,San Bruno,4,1,4271.5,6312.52,46.84,3.5,25.0,1539.99
California,San Carlos,4,0,5117.5,9927.34,46.11,4.0,0.0,0.0
California,San Clemente,8,0,5121.0,24173.34,67.01,4.25,0.0,0.0
California,San Diego,285,185,4345.09,738416.01,72.02,2.54,64.91,385446.39
California,San Dimas,8,7,3843.0,17296.75,61.09,2.5,87.5,17241.96
California,San Fernando,5,1,4106.6,4515.76,48.95,3.4,20.0,50.35
California,San Francisco,104,31,4335.46,306995.99,64.64,3.25,29.81,56894.27
California,San Gabriel,9,2,4360.44,18263.05,73.04,4.0,22.22,2183.26
California,San Geronimo,4,0,4321.25,6935.25,40.79,4.5,0.0,0.0
California,San Gregorio,4,0,3640.0,3175.11,44.15,4.0,0.0,0.0
California,San Jacinto,8,2,4688.0,23529.96,63.03,3.5,25.0,4026.75
California,San Joaquin,4,1,3514.0,8792.95,87.19,3.25,25.0,1937.93
California,San Jose,112,29,4233.38,326478.36,65.59,3.13,25.89,44393.49
California,San Juan Bautista,4,1,5218.25,5401.55,57.24,2.75,25.0,184.3
California,San Juan Capistrano,4,0,4095.25,8930.29,68.9,4.0,0.0,0.0
California,San Leandro,12,1,3330.92,28993.34,50.09,3.83,8.33,4603.51
California,San Lorenzo,4,1,2817.0,7248.96,44.91,3.75,25.0,2563.54
California,San Lucas,4,2,3594.75,5750.35,67.12,3.25,50.0,4125.59
California,San Luis Obispo,7,2,4684.71,16220.4,61.56,3.43,28.57,1115.56
California,San Marcos,8,1,4489.38,25019.77,55.81,3.88,12.5,1185.05
California,San Marino,5,2,3951.2,6503.72,59.92,2.4,40.0,2238.56
California,San Martin,4,1,4689.25,14436.5,75.73,3.75,25.0,3200.35
California,San Mateo,16,5,4060.56,40803.74,67.35,2.69,31.25,9663.27
California,San Miguel,4,0,4437.75,10168.91,51.7,3.5,0.0,0.0
California,San Pablo,4,1,4430.5,10327.69,71.25,3.0,25.0,179.97
California,San Pedro,10,2,4802.8,49909.06,78.72,2.8,20.0,1331.54
California,San Quentin,4,0,5273.5,11377.21,51.49,4.25,0.0,0.0
California,San Rafael,8,4,3942.75,33858.4,81.58,2.5,50.0,11678.81
California,San Ramon,4,1,4612.25,6157.32,47.44,3.5,25.0,622.45
California,San Simeon,4,0,4658.5,11007.21,52.2,3.25,0.0,0.0
California,San Ysidro,5,1,3678.4,14807.46,67.82,3.2,20.0,1077.84
California,Sanger,4,1,5628.25,15633.56,42.5,2.75,25.0,2191.45
California,Santa Ana,24,6,4471.58,80329.59,65.52,3.29,25.0,23346.83
California,Santa Barbara,28,10,4198.11,78526.26,62.84,3.21,35.71,46033.71
California,Santa Clara,12,3,3722.17,29477.62,56.18,3.17,25.0,7293.65
California,Santa Clarita,5,2,4811.6,6854.7,55.0,3.0,40.0,2567.35
California,Santa Cruz,16,4,4407.81,30828.68,54.22,3.12,25.0,1084.44
California,Santa Fe Springs,5,1,4659.0,19107.79,74.87,3.0,20.0,3222.68
California,Santa Margarita,4,0,4827.75,14035.75,55.54,3.5,0.0,0.0
California,Santa Maria,12,0,4376.75,36857.88,70.51,3.75,0.0,0.0
California,Santa Monica,25,5,4784.2,100461.76,68.27,3.32,20.0,15450.4
California,Santa Paula,4,2,4999.75,24401.24,90.56,2.75,50.0,17155.16
California,Santa Rosa,24,11,4088.12,45757.73,53.44,2.79,45.83,19491.5
California,Santa Ynez,4,0,3981.25,7992.5,50.49,4.0,0.0,0.0
California,Santa Ysabel,5,0,4132.2,20652.32,64.85,4.2,0.0,0.0
California,Santee,3,0,5493.0,5776.57,36.7,4.0,0.0,0.0
California,Saratoga,4,0,4838.0,15301.05,71.54,3.5,0.0,0.0
California,Sausalito,4,3,4212.5,7062.34,65.56,2.5,75.0,7023.56
California,Scotia,4,0,4071.25,2450.17,20.9,3.5,0.0,0.0
California,Scott Bar,4,0,4826.25,15747.87,79.75,4.0,0.0,0.0
California,Scotts Valley,4,0,4975.0,14579.45,65.01,4.25,0.0,0.0
California,Seal Beach,5,2,4370.2,16886.91,59.02,3.2,40.0,2838.55
California,Seaside,4,2,4326.25,15558.02,71.22,2.75,50.0,1076.53
California,Sebastopol,4,0,4058.75,12036.54,71.46,3.75,0.0,0.0
California,Seeley,4,3,4267.25,8354.08,56.98,1.75,75.0,7406.68
California,Seiad Valley,3,1,3945.33,10580.16,72.65,2.67,33.33,664.09
California,Selma,4,2,3675.25,1613.53,61.51,3.0,50.0,898.5
California,Sequoia National Park,4,1,4399.5,6750.21,46.79,3.5,25.0,24.25
California,Shafter,4,2,4105.25,8575.67,54.38,3.0,50.0,783.41
California,Shandon,4,0,4848.0,21215.28,73.4,3.25,0.0,0.0
California,Shasta,3,0,5575.0,19378.02,77.72,4.33,0.0,0.0
California,Shasta Lake,4,1,4069.0,16913.72,62.26,3.5,25.0,25.05
California,Shaver Lake,4,2,3311.0,7332.42,52.74,2.75,50.0,150.49
California,Sheep Ranch,4,2,3642.0,7841.25,79.7,2.75,50.0,1877.91
California,Sheridan,4,1,4413.0,14714.75,71.71,3.75,25.0,209.39
California,Sherman Oaks,10,4,4552.8,26993.61,62.38,3.0,40.0,2886.17
California,Shingle Springs,4,0,4786.5,17086.41,84.08,3.75,0.0,0.0
California,Shingletown,4,1,4515.5,19397.03,76.65,2.75,25.0,3423.26
California,Shoshone,4,1,4263.25,13365.48,70.56,3.25,25.0,244.08
California,Sierra City,4,3,3284.25,10453.73,78.68,2.25,75.0,6746.13
California,Sierra Madre,5,1,5318.6,17267.0,59.15,3.0,20.0,2610.25
California,Sierraville,4,2,3406.5,2605.75,64.9,3.25,50.0,2198.36
California,Silverado,4,2,4575.5,10801.05,69.68,2.0,50.0,3576.72
California,Simi Valley,8,1,4720.75,27892.06,68.94,3.5,12.5,2644.51
California,Sloughhouse,4,2,4281.0,11462.82,78.46,2.75,50.0,1956.58
California,Smartville,4,0,4444.0,5577.35,44.45,4.25,0.0,0.0
California,Smith River,4,4,4386.5,7831.42,37.14,1.5,100.0,7831.42
California,Snelling,4,2,4559.5,18689.56,74.55,3.25,50.0,9829.38
California,Soda Springs,4,2,5069.5,10273.64,65.31,2.25,50.0,1244.14
California,Solana Beach,4,1,4853.0,16799.09,71.41,3.0,25.0,5370.42
California,Soledad,4,0,4612.0,15391.15,57.06,4.0,0.0,0.0
California,Solvang,4,1,3836.75,15288.83,73.68,3.25,25.0,1751.98
California,Somerset,4,0,4205.25,22900.37,89.02,4.0,0.0,0.0
California,Somes Bar,4,1,4040.25,13822.59,70.11,3.75,25.0,7613.73
California,Somis,4,2,5216.75,13658.07,92.71,3.0,50.0,1260.87
California,Sonoma,4,1,4993.75,11943.63,90.31,3.0,25.0,578.61
California,Sonora,4,0,4983.25,18619.48,55.0,4.25,0.0,0.0
California,Soquel,4,0,4909.0,11276.3,28.25,3.0,0.0,0.0
California,Soulsbyville,4,2,4033.0,14627.49,81.75,3.25,50.0,9264.04
California,South Dos Palos,4,3,4319.25,16169.11,70.88,2.75,75.0,13951.84
California,South El Monte,5,1,4142.4,20236.0,73.92,3.8,20.0,1428.82
California,South Gate,5,0,4278.8,34081.85,98.62,4.0,0.0,0.0
California,South Lake Tahoe,2,2,5236.5,3445.8,97.15,3.0,100.0,3445.8
California,South Pasadena,5,3,3100.6,11365.78,67.15,2.0,60.0,10223.49
California,South San Francisco,4,2,3627.75,5449.69,71.09,3.25,50.0,3037.46
California,Spreckels,4,0,5563.75,11946.71,21.02,4.0,0.0,0.0
California,Spring Valley,10,2,4633.8,27867.42,71.67,3.1,20.0,6810.84
California,Springville,4,0,4728.75,18374.77,70.95,3.5,0.0,0.0
California,Squaw Valley,4,2,4718.5,5830.58,76.4,2.75,50.0,548.94
California,Standish,4,0,3637.0,5626.7,44.78,4.5,0.0,0.0
California,Stanford,4,0,4816.75,12001.53,39.49,4.0,0.0,0.0
California,Stanton,5,1,4074.2,12752.31,35.25,3.4,20.0,551.95
California,Stevenson Ranch,5,2,3337.4,4792.47,47.9,2.8,40.0,1316.21
California,Stevinson,4,1,4197.0,12829.61,79.06,3.75,25.0,1754.3
California,Stinson Beach,4,1,3843.5,6655.79,49.62,3.5,25.0,868.65
California,Stirling City,4,0,4014.5,10662.86,59.32,4.0,0.0,0.0
California,Stockton,44,12,4371.18,117930.75,65.88,3.23,27.27,19686.28
California,Stonyford,4,0,5081.25,19003.41,48.25,3.5,0.0,0.0
California,Stratford,4,1,3972.25,11349.62,66.5,3.25,25.0,37.56
California,Strathmore,4,1,2934.25,7123.69,64.18,3.5,25.0,1009.55
California,Strawberry Valley,4,2,3899.5,9767.36,69.45,3.75,50.0,728.69
California,Studio City,5,0,4909.0,7699.01,43.44,4.4,0.0,0.0
California,Sugarloaf,4,1,4381.75,10620.41,67.75,3.5,25.0,114.74
California,Suisun City,4,0,4855.75,11276.89,61.6,3.0,0.0,0.0
California,Sultana,4,0,5181.75,13338.15,47.16,3.25,0.0,0.0
California,Summerland,4,3,4560.25,7946.09,48.56,2.5,75.0,7541.38
California,Sun City,12,3,4380.33,33239.53,55.99,3.25,25.0,9514.79
California,Sun Valley,5,1,4290.6,21274.76,76.44,3.2,20.0,184.12
California,Sunland,5,1,4924.4,24578.51,75.87,3.4,20.0,3732.18
California,Sunnyvale,12,2,4778.83,50798.85,72.94,3.33,16.67,1930.89
California,Sunol,4,1,4748.75,12227.62,63.64,2.5,25.0,3018.26
California,Sunset Beach,5,2,2865.2,6906.23,56.84,2.8,40.0,439.87
California,Surfside,5,0,4705.4,20197.89,77.91,3.0,0.0,0.0
California,Susanville,4,2,5365.0,9527.53,48.08,2.0,50.0,3131.81
California,Sutter,4,1,4431.25,18540.46,65.2,3.5,25.0,93.7
California,Sutter Creek,4,1,4176.25,11597.77,70.14,3.75,25.0,4607.62
California,Sylmar,5,1,4244.2,19541.01,79.94,3.2,20.0,3242.45
California,Taft,4,2,3561.5,7552.59,75.56,3.25,50.0,1545.53
California,Tahoe City,3,0,3454.0,14970.47,89.37,3.0,0.0,0.0
California,Tahoe Vista,4,2,2965.25,10666.56,64.01,2.75,50.0,8200.85
California,Tahoma,3,1,4104.0,14186.56,81.68,3.33,33.33,305.95
California,Tarzana,5,2,4101.4,20718.66,78.64,3.2,40.0,12742.52
California,Taylorsville,4,1,3832.75,9846.09,62.69,3.25,25.0,77.81
California,Tecate,5,0,4320.6,28014.16,72.75,3.4,0.0,0.0
California,Tehachapi,4,1,4550.0,8109.11,63.24,2.75,25.0,4965.41
California,Tehama,4,0,4750.0,12733.89,67.6,3.75,0.0,0.0
California,Temecula,38,22,4367.87,119268.27,76.28,2.53,57.89,44102.41
California,Temple City,5,0,4543.6,13559.77,65.62,3.6,0.0,0.0
California,Templeton,4,3,4370.5,17225.7,91.16,2.25,75.0,17017.78
California,Termo,4,1,4996.75,8316.3,47.59,4.25,25.0,259.92
California,Terra Bella,4,1,5113.0,10617.44,54.65,3.5,25.0,7447.13
California,The Sea Ranch,4,2,5022.5,15738.59,76.08,2.5,50.0,2909.0
California,Thermal,4,1,4099.25,9232.19,65.8,3.5,25.0,130.39
California,Thornton,4,2,3971.0,13076.09,73.69,3.5,50.0,4643.13
California,Thousand Oaks,10,2,4942.7,28460.45,52.0,3.1,20.0,10922.9
California,Thousand Palms,5,1,4629.6,2375.07,53.25,3.4,20.0,101.4
California,Three Rivers,4,0,4743.5,7812.46,39.24,3.5,0.0,0.0
California,Tollhouse,4,1,4828.25,21205.35,85.4,3.5,25.0,7082.2
California,Tomales,4,1,4907.25,5310.54,31.94,3.75,25.0,197.43
California,Topanga,5,1,4105.4,24230.02,68.62,3.0,20.0,63.72
California,Topaz,3,0,4162.33,16000.98,74.03,3.67,0.0,0.0
California,Torrance,25,8,4606.2,77995.9,61.58,2.88,32.0,33534.79
California,Trabuco Canyon,4,2,3958.25,7153.76,69.0,2.25,50.0,5385.35
California,Tracy,4,0,5431.75,24042.61,87.11,4.0,0.0,0.0
California,Tranquillity,4,2,3903.0,17890.08,76.55,2.0,50.0,10829.64
California,Traver,4,1,3534.0,5820.82,52.29,2.75,25.0,1088.66
California,Travis Afb,4,2,4216.75,18523.31,69.19,2.0,50.0,15554.64
California,Trinidad,4,2,4003.0,11689.02,73.21,2.25,50.0,3961.25
California,Trinity Center,4,2,3479.75,14591.78,78.51,2.75,50.0,5868.64
California,Tujunga,5,3,3865.8,12464.19,72.38,2.8,60.0,11131.26
California,Tulare,4,1,5428.0,11145.48,59.0,3.25,25.0,161.35
California,Tulelake,4,0,4091.75,6909.34,44.31,4.25,0.0,0.0
California,Tuolumne,4,1,3792.0,11196.94,77.99,3.0,25.0,6164.81
California,Tupman,4,0,4985.25,28852.62,82.61,3.5,0.0,0.0
California,Turlock,8,3,4187.5,20924.58,58.52,2.88,37.5,7375.16
California,Tustin,8,1,4449.75,30582.65,62.07,3.38,12.5,69.99
California,Twain,4,4,4023.0,1453.58,47.26,1.75,100.0,1453.58
California,Twain Harte,4,0,5445.25,24076.82,70.64,4.0,0.0,0.0
California,Twentynine Palms,5,1,4127.6,19187.51,76.27,2.8,20.0,321.75
California,Twin Bridges,4,0,5516.25,13290.85,79.62,3.0,0.0,0.0
California,Ukiah,4,1,3856.75,17765.12,70.22,3.25,25.0,527.91
California,Union City,4,2,2845.25,5608.02,64.95,3.0,50.0,3927.08
California,Upland,10,0,4194.9,15909.27,62.62,3.7,0.0,0.0
California,Upper Lake,4,0,4508.75,16773.37,60.3,3.5,0.0,0.0
California,Vacaville,8,1,4473.38,24469.01,57.14,3.38,12.5,43.41
California,Valencia,10,3,4699.7,26781.97,57.29,3.5,30.0,7275.23
California,Vallecito,4,2,4401.0,21203.43,85.79,2.25,50.0,7582.39
California,Vallejo,16,3,3909.12,36351.04,64.58,3.31,18.75,4328.9
California,Valley Center,3,0,3535.33,3531.15,36.65,4.33,0.0,0.0
California,Valley Ford,4,1,4697.5,10210.56,52.32,3.0,25.0,160.5
California,Valley Springs,4,1,4173.0,19071.66,61.05,3.75,25.0,8454.25
California,Valley Village,5,1,3653.8,17966.79,81.69,2.8,20.0,3135.22
California,Valyermo,4,1,5640.25,24217.65,84.1,3.0,25.0,5997.3
California,Van Nuys,20,4,3936.6,53871.59,62.06,3.7,20.0,4116.3
California,Venice,5,1,5544.4,38683.94,101.94,3.2,20.0,8533.01
California,Ventura,12,4,4056.92,42414.87,71.68,2.92,33.33,1923.79
California,Vernalis,4,2,5054.0,14996.69,94.28,2.5,50.0,420.27
California,Victorville,8,2,4303.38,24052.15,63.56,3.5,25.0,5950.3
California,Villa Park,4,0,2956.75,5546.15,37.3,3.5,0.0,0.0
California,Vina,3,1,3603.0,8782.26,76.75,3.0,33.33,1626.7
California,Visalia,11,3,5047.91,40270.76,72.17,3.09,27.27,7919.2
California,Vista,9,1,4462.78,17728.92,45.02,3.33,11.11,25.25
California,Volcano,4,0,4593.25,15629.35,57.84,3.75,0.0,0.0
California,Wallace,4,1,4491.0,8346.29,54.66,3.25,25.0,36.63
California,Walnut,5,2,4424.0,6605.88,51.87,2.6,40.0,567.24
California,Walnut Creek,12,4,4395.83,30750.14,68.74,2.75,33.33,7007.85
California,Walnut Grove,4,2,5353.75,8136.59,64.58,3.0,50.0,193.11
California,Warner Springs,5,0,3997.2,15279.29,68.44,3.8,0.0,0.0
California,Wasco,4,1,4007.5,11324.37,66.34,3.25,25.0,3308.39
California,Washington,4,0,4616.5,13368.09,42.3,4.0,0.0,0.0
California,Waterford,4,2,5044.25,18043.77,69.68,2.75,50.0,8287.88
California,Watsonville,4,1,4151.25,9454.38,29.0,3.0,25.0,45.3
California,Weaverville,4,2,3362.75,8590.56,52.36,2.5,50.0,7567.51
California,Weed,4,0,4654.25,23521.94,94.71,3.5,0.0,0.0
California,Weimar,4,1,3873.5,6870.4,45.69,3.75,25.0,68.08
California,Weldon,4,0,3224.25,6415.04,30.02,3.75,0.0,0.0
California,Wendel,4,1,4247.5,8781.34,60.48,3.25,25.0,614.25
California,Weott,4,0,3754.0,6807.96,52.32,3.75,0.0,0.0
California,West Covina,15,3,4022.8,51125.91,67.61,3.27,20.0,3294.71
California,West Hills,5,0,4459.8,17335.95,64.66,4.2,0.0,0.0
California,West Hollywood,5,1,4413.2,20321.12,66.79,3.6,20.0,1132.09
California,West Point,4,1,3840.5,3749.37,33.76,2.75,25.0,51.62
California,West Sacramento,8,1,4333.38,32221.58,59.15,3.25,12.5,2847.99
California,Westlake Village,5,1,4695.4,9047.57,64.76,3.2,20.0,386.33
California,Westminster,4,0,4825.75,14575.43,69.64,4.0,0.0,0.0
California,Westmorland,4,1,4135.25,11800.84,53.14,3.25,25.0,111.75
California,Westport,4,1,4698.0,18096.79,83.95,3.0,25.0,5175.38
California,Westwood,4,2,4205.75,5835.04,61.06,2.75,50.0,562.98
California,Wheatland,4,3,4377.0,4212.78,62.46,2.25,75.0,1174.23
California,White Water,5,2,4604.2,28579.05,84.08,2.4,40.0,17607.51
California,Whitmore,4,1,4792.75,25877.48,84.76,3.0,25.0,4260.67
California,Whittier,30,5,4772.93,128858.77,73.43,3.47,16.67,15134.48
California,Wildomar,4,0,5055.25,20900.17,73.28,4.25,0.0,0.0
California,Williams,4,2,4480.75,5063.26,74.25,3.5,50.0,864.87
California,Willits,4,0,3627.0,13946.46,71.09,4.25,0.0,0.0
California,Willow Creek,4,0,4261.5,12971.44,56.12,4.5,0.0,0.0
California,Willows,4,1,4080.0,11775.74,44.7,3.25,25.0,664.86
California,Wilmington,5,0,4387.8,23415.99,64.53,4.0,0.0,0.0
California,Wilseyville,4,0,4249.75,7812.89,54.29,4.0,0.0,0.0
California,Wilton,4,1,4332.5,18743.54,76.44,3.0,25.0,1460.29
California,Winchester,4,0,4059.0,14311.49,77.39,3.5,0.0,0.0
