customer_id,segment_id,segment_name
5309-TAIKL,0,Segment 0 — Emerging Risk
5310-NOOVA,1,Segment 1 — High-Value Stable
5311-IHLEI,0,Segment 0 — Emerging Risk
5312-IRCFR,2,Segment 2 — High-Value At-Risk
5312-TSZVC,1,Segment 1 — High-Value Stable
5312-UXESG,2,Segment 2 — High-Value At-Risk
5313-FPXWG,1,Segment 1 — High-Value Stable
5315-CKEQK,0,Segment 0 — Emerging Risk
5317-FLPJF,2,Segment 2 — High-Value At-Risk
5318-IXUZF,0,Segment 0 — Emerging Risk
5318-YKDPV,2,Segment 2 — High-Value At-Risk
5320-BRKGK,2,Segment 2 — High-Value At-Risk
5321-NTRKC,2,Segment 2 — High-Value At-Risk
5322-TEUJK,2,Segment 2 — High-Value At-Risk
5322-ZSMZY,1,Segment 1 — High-Value Stable
5324-KTGCG,1,Segment 1 — High-Value Stable
5325-UWTWJ,0,Segment 0 — Emerging Risk
5327-CNLUQ,2,Segment 2 — High-Value At-Risk
5327-XOKKY,2,Segment 2 — High-Value At-Risk
5329-KRDTM,2,Segment 2 — High-Value At-Risk
5331-RGMTT,2,Segment 2 — High-Value At-Risk
5334-AFQJB,1,Segment 1 — High-Value Stable
5334-JLAXU,2,Segment 2 — High-Value At-Risk
5336-UFNZP,2,Segment 2 — High-Value At-Risk
5337-IIWKZ,0,Segment 0 — Emerging Risk
5338-YHWYT,2,Segment 2 — High-Value At-Risk
5339-PXDVH,0,Segment 0 — Emerging Risk
5339-TJFEK,2,Segment 2 — High-Value At-Risk
5343-SGUBI,2,Segment 2 — High-Value At-Risk
5345-BMKWB,1,Segment 1 — High-Value Stable
5346-BZCHP,1,Segment 1 — High-Value Stable
5348-CAGXB,0,Segment 0 — Emerging Risk
5349-AZPEW,0,Segment 0 — Emerging Risk
5349-IECLD,0,Segment 0 — Emerging Risk
5351-QESIO,0,Segment 0 — Emerging Risk
5353-WILCI,0,Segment 0 — Emerging Risk
5356-CSVSQ,0,Segment 0 — Emerging Risk
5356-KZCKT,1,Segment 1 — High-Value Stable
5356-RHIPP,1,Segment 1 — High-Value Stable
5357-TZHPP,0,Segment 0 — Emerging Risk
5360-LJCNJ,2,Segment 2 — High-Value At-Risk
5360-XGYAZ,2,Segment 2 — High-Value At-Risk
5364-EVNIB,0,Segment 0 — Emerging Risk
5364-XYIRR,0,Segment 0 — Emerging Risk
5365-LLFYV,0,Segment 0 — Emerging Risk
5366-IJEQJ,0,Segment 0 — Emerging Risk
5366-OBVMR,0,Segment 0 — Emerging Risk
5370-IIVVL,2,Segment 2 — High-Value At-Risk
5371-VYLSX,2,Segment 2 — High-Value At-Risk
5372-FBKBN,1,Segment 1 — High-Value Stable
5373-SFODM,0,Segment 0 — Emerging Risk
5375-XLDOF,2,Segment 2 — High-Value At-Risk
5376-DEQCP,0,Segment 0 — Emerging Risk
5376-PCKNB,2,Segment 2 — High-Value At-Risk
5377-NDTOU,2,Segment 2 — High-Value At-Risk
5378-IKEEG,0,Segment 0 — Emerging Risk
5380-AFSSK,0,Segment 0 — Emerging Risk
5380-WJKOV,0,Segment 0 — Emerging Risk
5380-XPJNZ,1,Segment 1 — High-Value Stable
5382-SOYZL,0,Segment 0 — Emerging Risk
5382-TEMLV,0,Segment 0 — Emerging Risk
5383-MMTWC,0,Segment 0 — Emerging Risk
5384-ZTTWP,1,Segment 1 — High-Value Stable
5385-SUIRI,2,Segment 2 — High-Value At-Risk
5386-THSLQ,2,Segment 2 — High-Value At-Risk
5387-ASZNZ,2,Segment 2 — High-Value At-Risk
5389-FFVKB,0,Segment 0 — Emerging Risk
5392-AKEMH,0,Segment 0 — Emerging Risk
5393-HJZSM,0,Segment 0 — Emerging Risk
5393-RXQSZ,0,Segment 0 — Emerging Risk
5394-MEITZ,2,Segment 2 — High-Value At-Risk
5394-SVGJV,0,Segment 0 — Emerging Risk
5396-IZEPB,1,Segment 1 — High-Value Stable
5397-NSKQG,2,Segment 2 — High-Value At-Risk
5397-TUPSH,2,Segment 2 — High-Value At-Risk
5399-ZIMKF,0,Segment 0 — Emerging Risk
5402-HTOTQ,0,Segment 0 — Emerging Risk
5404-GGUKR,0,Segment 0 — Emerging Risk
5405-ZMYXQ,0,Segment 0 — Emerging Risk
5406-KGRMX,1,Segment 1 — High-Value Stable
5414-OFQCB,2,Segment 2 — High-Value At-Risk
5419-CONWX,0,Segment 0 — Emerging Risk
5419-JKZNQ,0,Segment 0 — Emerging Risk
5419-JPRRN,0,Segment 0 — Emerging Risk
5419-KLXBN,0,Segment 0 — Emerging Risk
5423-BHIXO,0,Segment 0 — Emerging Risk
5424-RLQLC,0,Segment 0 — Emerging Risk
5429-LWCMV,0,Segment 0 — Emerging Risk
5433-KYGHE,0,Segment 0 — Emerging Risk
5438-QMDDL,0,Segment 0 — Emerging Risk
5439-WIKXB,2,Segment 2 — High-Value At-Risk
5440-FLBQG,2,Segment 2 — High-Value At-Risk
5440-VHLUL,2,Segment 2 — High-Value At-Risk
5442-BHQNG,0,Segment 0 — Emerging Risk
5442-BXVND,1,Segment 1 — High-Value Stable
5442-PPTJY,1,Segment 1 — High-Value Stable
5442-UTCVD,0,Segment 0 — Emerging Risk
5442-XSDCW,0,Segment 0 — Emerging Risk
5443-SCMKX,2,Segment 2 — High-Value At-Risk
5445-GLVOT,0,Segment 0 — Emerging Risk
5445-PZWGX,2,Segment 2 — High-Value At-Risk
5445-UTODQ,0,Segment 0 — Emerging Risk
5446-DKWYW,2,Segment 2 — High-Value At-Risk
5447-VYTKW,0,Segment 0 — Emerging Risk
5447-WZAFP,2,Segment 2 — High-Value At-Risk
5448-VWNAM,0,Segment 0 — Emerging Risk
5449-FIBXJ,0,Segment 0 — Emerging Risk
5451-MHQOF,1,Segment 1 — High-Value Stable
5451-YHYPW,2,Segment 2 — High-Value At-Risk
5453-AXEPF,0,Segment 0 — Emerging Risk
5453-YBTWV,2,Segment 2 — High-Value At-Risk
5456-ITGIC,2,Segment 2 — High-Value At-Risk
5457-COLHT,2,Segment 2 — High-Value At-Risk
5458-CQJTA,2,Segment 2 — High-Value At-Risk
5461-QKNTN,0,Segment 0 — Emerging Risk
5465-BUBFA,1,Segment 1 — High-Value Stable
5468-BPMMO,1,Segment 1 — High-Value Stable
5469-CTCWN,2,Segment 2 — High-Value At-Risk
5469-NUJUR,1,Segment 1 — High-Value Stable
5472-CVMDX,2,Segment 2 — High-Value At-Risk
5473-KHBPS,2,Segment 2 — High-Value At-Risk
5474-LAMUQ,1,Segment 1 — High-Value Stable
5478-JJVZK,0,Segment 0 — Emerging Risk
5480-HPRRX,0,Segment 0 — Emerging Risk
5480-TBGPH,0,Segment 0 — Emerging Risk
5480-XTFFL,1,Segment 1 — High-Value Stable
5481-NTDOH,2,Segment 2 — High-Value At-Risk
5482-NUPNA,0,Segment 0 — Emerging Risk
5482-PLVPE,0,Segment 0 — Emerging Risk
5482-VXSXJ,0,Segment 0 — Emerging Risk
5485-ITNPC,2,Segment 2 — High-Value At-Risk
5485-WUYWF,0,Segment 0 — Emerging Risk
5493-SDRDQ,0,Segment 0 — Emerging Risk
5494-HECPR,0,Segment 0 — Emerging Risk
5494-WOZRZ,2,Segment 2 — High-Value At-Risk
5495-GPSRW,1,Segment 1 — High-Value Stable
5498-IBWPI,2,Segment 2 — High-Value At-Risk
5498-TXHLF,0,Segment 0 — Emerging Risk
5499-ECUTN,2,Segment 2 — High-Value At-Risk
5501-TVMGM,0,Segment 0 — Emerging Risk
5502-RLUYV,2,Segment 2 — High-Value At-Risk
5504-WSIUR,2,Segment 2 — High-Value At-Risk
5505-OVWQW,1,Segment 1 — High-Value Stable
5510-BOIUJ,1,Segment 1 — High-Value Stable
5512-IDZEI,1,Segment 1 — High-Value Stable
5514-YQENT,2,Segment 2 — High-Value At-Risk
5515-AKOAJ,2,Segment 2 — High-Value At-Risk
5515-IDEJJ,1,Segment 1 — High-Value Stable
5515-RUGKN,0,Segment 0 — Emerging Risk
5519-NPHVG,0,Segment 0 — Emerging Risk
5519-TEEUH,1,Segment 1 — High-Value Stable
5519-YLDGW,0,Segment 0 — Emerging Risk
5520-FVEWJ,0,Segment 0 — Emerging Risk
5522-JBWMO,0,Segment 0 — Emerging Risk
5522-NYKPB,0,Segment 0 — Emerging Risk
5524-KHNJP,2,Segment 2 — High-Value At-Risk
5527-ACHSO,0,Segment 0 — Emerging Risk
5529-GIBVH,1,Segment 1 — High-Value Stable
5533-NHFRF,0,Segment 0 — Emerging Risk
5533-RJFTJ,0,Segment 0 — Emerging Risk
5536-RTPWK,2,Segment 2 — High-Value At-Risk
5536-SLHPM,0,Segment 0 — Emerging Risk
5537-UXXVS,1,Segment 1 — High-Value Stable
5539-HIVAK,1,Segment 1 — High-Value Stable
5539-TMZLF,0,Segment 0 — Emerging Risk
5542-DHSXL,0,Segment 0 — Emerging Risk
5542-NKVRU,1,Segment 1 — High-Value Stable
5542-TBBWB,0,Segment 0 — Emerging Risk
5543-QDCRY,0,Segment 0 — Emerging Risk
5546-BYZSM,1,Segment 1 — High-Value Stable
5546-QUERU,1,Segment 1 — High-Value Stable
5549-ZGHFB,1,Segment 1 — High-Value Stable
5550-VFRLC,0,Segment 0 — Emerging Risk
5552-ZNFSJ,0,Segment 0 — Emerging Risk
5553-AOINX,2,Segment 2 — High-Value At-Risk
5555-RNPGT,1,Segment 1 — High-Value Stable
5561-NWEVX,0,Segment 0 — Emerging Risk
5562-BETPV,1,Segment 1 — High-Value Stable
5562-YJQGT,1,Segment 1 — High-Value Stable
5564-NEMQO,0,Segment 0 — Emerging Risk
5565-FILXA,0,Segment 0 — Emerging Risk
5566-SOEZD,2,Segment 2 — High-Value At-Risk
5567-GZKQY,1,Segment 1 — High-Value Stable
5567-WSELE,0,Segment 0 — Emerging Risk
5568-DMXZS,0,Segment 0 — Emerging Risk
5569-IDSEY,2,Segment 2 — High-Value At-Risk
5569-KGJHX,0,Segment 0 — Emerging Risk
5569-OUICF,0,Segment 0 — Emerging Risk
5570-PTWEH,0,Segment 0 — Emerging Risk
5572-ZDXHY,0,Segment 0 — Emerging Risk
5574-NXZIU,2,Segment 2 — High-Value At-Risk
5575-GNVDE,0,Segment 0 — Emerging Risk
5575-TPIZQ,2,Segment 2 — High-Value At-Risk
5577-OTWWW,1,Segment 1 — High-Value Stable
5578-NKCXI,2,Segment 2 — High-Value At-Risk
5583-EJXRD,2,Segment 2 — High-Value At-Risk
5583-SXDAG,0,Segment 0 — Emerging Risk
5590-BYNII,0,Segment 0 — Emerging Risk
5590-YRFJT,0,Segment 0 — Emerging Risk
5590-ZSKRV,0,Segment 0 — Emerging Risk
5593-SUAOO,2,Segment 2 — High-Value At-Risk
5597-GLBUC,0,Segment 0 — Emerging Risk
5598-IKHQQ,1,Segment 1 — High-Value Stable
5599-HVLTW,0,Segment 0 — Emerging Risk
5600-KTXFM,0,Segment 0 — Emerging Risk
5600-PDUJF,0,Segment 0 — Emerging Risk
5602-BVFMK,1,Segment 1 — High-Value Stable
5605-IYGFG,0,Segment 0 — Emerging Risk
5605-XNWEN,1,Segment 1 — High-Value Stable
5606-AMZBO,0,Segment 0 — Emerging Risk
5609-CEBID,0,Segment 0 — Emerging Risk
5609-IMCGG,0,Segment 0 — Emerging Risk
5614-DNZCE,2,Segment 2 — High-Value At-Risk
5616-PRTNT,1,Segment 1 — High-Value Stable
5619-PTMIK,2,Segment 2 — High-Value At-Risk
5619-XZZKR,1,Segment 1 — High-Value Stable
5622-UEJFI,1,Segment 1 — High-Value Stable
5624-BQSSA,1,Segment 1 — High-Value Stable
5624-RYAMH,1,Segment 1 — High-Value Stable
5626-MGTUK,0,Segment 0 — Emerging Risk
5627-TVBPP,1,Segment 1 — High-Value Stable
5628-FCGYG,0,Segment 0 — Emerging Risk
5628-RKIFK,2,Segment 2 — High-Value At-Risk
5630-AHZIL,0,Segment 0 — Emerging Risk
5630-IXDXV,2,Segment 2 — High-Value At-Risk
5639-NTUPK,0,Segment 0 — Emerging Risk
5640-CAXOA,0,Segment 0 — Emerging Risk
5641-DMBFJ,2,Segment 2 — High-Value At-Risk
5642-MHDQT,1,Segment 1 — High-Value Stable
5644-PDMZC,0,Segment 0 — Emerging Risk
5647-FXOTP,2,Segment 2 — High-Value At-Risk
5647-URDKA,1,Segment 1 — High-Value Stable
5649-ANRML,0,Segment 0 — Emerging Risk
5649-RXQTV,2,Segment 2 — High-Value At-Risk
5649-TJHOV,0,Segment 0 — Emerging Risk
5649-VUKMC,0,Segment 0 — Emerging Risk
5650-VDUDS,0,Segment 0 — Emerging Risk
5650-YLIBA,0,Segment 0 — Emerging Risk
5651-CPDND,0,Segment 0 — Emerging Risk
5651-CRHKQ,2,Segment 2 — High-Value At-Risk
5651-WYIPH,0,Segment 0 — Emerging Risk
5651-YLPRD,2,Segment 2 — High-Value At-Risk
5652-MSDEY,0,Segment 0 — Emerging Risk
5655-JSMZM,2,Segment 2 — High-Value At-Risk
5656-JAMLX,1,Segment 1 — High-Value Stable
5656-MJEFC,2,Segment 2 — High-Value At-Risk
5663-QBGIS,2,Segment 2 — High-Value At-Risk
5666-CYCYZ,0,Segment 0 — Emerging Risk
5666-MBJPT,1,Segment 1 — High-Value Stable
5668-MEISB,2,Segment 2 — High-Value At-Risk
5669-SRAIP,0,Segment 0 — Emerging Risk
5671-RQRLP,2,Segment 2 — High-Value At-Risk
5671-UUNXD,2,Segment 2 — High-Value At-Risk
5673-FSSMF,0,Segment 0 — Emerging Risk
5673-TIYIB,0,Segment 0 — Emerging Risk
5676-CFLYY,2,Segment 2 — High-Value At-Risk
5678-VFNEQ,2,Segment 2 — High-Value At-Risk
5680-LQOGP,2,Segment 2 — High-Value At-Risk
5681-LLOEI,2,Segment 2 — High-Value At-Risk
5684-FJVYR,2,Segment 2 — High-Value At-Risk
5685-IIXLY,0,Segment 0 — Emerging Risk
5686-CMAWK,0,Segment 0 — Emerging Risk
5687-DKDTV,1,Segment 1 — High-Value Stable
5688-KZTSN,1,Segment 1 — High-Value Stable
5692-FPTAH,0,Segment 0 — Emerging Risk
5692-ICXLW,2,Segment 2 — High-Value At-Risk
5693-PIPCS,2,Segment 2 — High-Value At-Risk
5696-CEIQJ,2,Segment 2 — High-Value At-Risk
5696-EXCYS,1,Segment 1 — High-Value Stable
5696-JVVQY,2,Segment 2 — High-Value At-Risk
5696-QURRL,0,Segment 0 — Emerging Risk
5697-GOMBF,0,Segment 0 — Emerging Risk
5698-BQJOH,0,Segment 0 — Emerging Risk
5699-BNCAS,1,Segment 1 — High-Value Stable
5701-GUXDC,0,Segment 0 — Emerging Risk
5701-SVCWR,1,Segment 1 — High-Value Stable
5701-YVSVF,0,Segment 0 — Emerging Risk
5701-ZIKJE,0,Segment 0 — Emerging Risk
5702-KVQRD,2,Segment 2 — High-Value At-Risk
5702-SKUOB,1,Segment 1 — High-Value Stable
5707-ORNDZ,0,Segment 0 — Emerging Risk
5707-ZMDJP,2,Segment 2 — High-Value At-Risk
5708-EVONK,0,Segment 0 — Emerging Risk
5709-LVOEQ,0,Segment 0 — Emerging Risk
5712-AHQNN,0,Segment 0 — Emerging Risk
5712-PTIWW,0,Segment 0 — Emerging Risk
5712-VBOXD,1,Segment 1 — High-Value Stable
5716-EZXZN,2,Segment 2 — High-Value At-Risk
5716-LIBJC,0,Segment 0 — Emerging Risk
5724-BIDBU,2,Segment 2 — High-Value At-Risk
5726-CVNYA,1,Segment 1 — High-Value Stable
5727-MYATE,2,Segment 2 — High-Value At-Risk
5729-KLZAR,0,Segment 0 — Emerging Risk
5730-DBDSI,1,Segment 1 — High-Value Stable
5730-RIITO,0,Segment 0 — Emerging Risk
5732-IKGQH,2,Segment 2 — High-Value At-Risk
5734-EJKXG,2,Segment 2 — High-Value At-Risk
5736-YEJAX,2,Segment 2 — High-Value At-Risk
5740-YHGTW,2,Segment 2 — High-Value At-Risk
5743-KHMNA,1,Segment 1 — High-Value Stable
5747-PMBSQ,0,Segment 0 — Emerging Risk
5748-RNCJT,2,Segment 2 — High-Value At-Risk
5751-USDBL,2,Segment 2 — High-Value At-Risk
5753-QQWPW,0,Segment 0 — Emerging Risk
5756-JYOJT,0,Segment 0 — Emerging Risk
5756-OZRIO,2,Segment 2 — High-Value At-Risk
5759-RCVCB,0,Segment 0 — Emerging Risk
5760-FXFVO,0,Segment 0 — Emerging Risk
5760-IFJOZ,0,Segment 0 — Emerging Risk
5760-WRAHC,0,Segment 0 — Emerging Risk
5762-TJXGK,2,Segment 2 — High-Value At-Risk
5766-FTRTS,2,Segment 2 — High-Value At-Risk
5766-XQXMQ,0,Segment 0 — Emerging Risk
5766-ZJYBB,1,Segment 1 — High-Value Stable
5774-QPLTF,1,Segment 1 — High-Value Stable
5774-XZTQC,1,Segment 1 — High-Value Stable
5777-KJIRB,0,Segment 0 — Emerging Risk
5777-ZPQNC,1,Segment 1 — High-Value Stable
5778-BVOFB,0,Segment 0 — Emerging Risk
5780-INQIK,0,Segment 0 — Emerging Risk
5781-BKHOP,2,Segment 2 — High-Value At-Risk
5781-RFZRP,2,Segment 2 — High-Value At-Risk
5787-KXGIY,1,Segment 1 — High-Value Stable
5788-YPOEG,2,Segment 2 — High-Value At-Risk
5789-LDFXO,1,Segment 1 — High-Value Stable
5791-KAJFD,2,Segment 2 — High-Value At-Risk
5792-JALQC,2,Segment 2 — High-Value At-Risk
5793-YOLJN,1,Segment 1 — High-Value Stable
5795-BKOYE,2,Segment 2 — High-Value At-Risk
5795-KTGUD,2,Segment 2 — High-Value At-Risk
5797-APWZC,0,Segment 0 — Emerging Risk
5799-JRCZO,1,Segment 1 — High-Value Stable
5802-ADBRC,2,Segment 2 — High-Value At-Risk
5803-NQJZO,2,Segment 2 — High-Value At-Risk
5804-HYIEZ,2,Segment 2 — High-Value At-Risk
5804-JMYIO,1,Segment 1 — High-Value Stable
5804-LEPIM,0,Segment 0 — Emerging Risk
5808-TOTXO,1,Segment 1 — High-Value Stable
5811-IWXYM,2,Segment 2 — High-Value At-Risk
5813-UECBU,0,Segment 0 — Emerging Risk
5815-HGGHV,2,Segment 2 — High-Value At-Risk
5816-JMLGY,2,Segment 2 — High-Value At-Risk
5816-QVHRX,2,Segment 2 — High-Value At-Risk
5816-SCGFC,0,Segment 0 — Emerging Risk
5820-PTRYM,2,Segment 2 — High-Value At-Risk
5821-MMEIL,1,Segment 1 — High-Value Stable
5825-XJOCM,2,Segment 2 — High-Value At-Risk
5827-MWCZK,2,Segment 2 — High-Value At-Risk
5828-AVIPD,0,Segment 0 — Emerging Risk
5828-DWPIL,2,Segment 2 — High-Value At-Risk
5829-NVSQN,2,Segment 2 — High-Value At-Risk
5832-EXGTT,0,Segment 0 — Emerging Risk
5832-TRLPB,0,Segment 0 — Emerging Risk
5832-XKAES,0,Segment 0 — Emerging Risk
5834-ASPWA,0,Segment 0 — Emerging Risk
5835-BEQEU,0,Segment 0 — Emerging Risk
5837-LXSDN,0,Segment 0 — Emerging Risk
5839-SUYVZ,0,Segment 0 — Emerging Risk
5840-NVDCG,2,Segment 2 — High-Value At-Risk
5842-POCOP,0,Segment 0 — Emerging Risk
5843-TTHGI,0,Segment 0 — Emerging Risk
5844-QVTAT,2,Segment 2 — High-Value At-Risk
5845-BZZIB,1,Segment 1 — High-Value Stable
5846-ABOBJ,1,Segment 1 — High-Value Stable
5846-NEQVZ,2,Segment 2 — High-Value At-Risk
5846-QFDFI,0,Segment 0 — Emerging Risk
5847-MXBEO,1,Segment 1 — High-Value Stable
5848-FHRFC,1,Segment 1 — High-Value Stable
5849-ASHZJ,1,Segment 1 — High-Value Stable
5850-BDWCY,1,Segment 1 — High-Value Stable
5854-KSRBJ,1,Segment 1 — High-Value Stable
5855-EIBDE,2,Segment 2 — High-Value At-Risk
5857-TYBCJ,2,Segment 2 — High-Value At-Risk
5857-XRECV,1,Segment 1 — High-Value Stable
5858-EAFCZ,0,Segment 0 — Emerging Risk
5859-HZYLF,1,Segment 1 — High-Value Stable
5862-BRIXZ,2,Segment 2 — High-Value At-Risk
5863-OOKCL,1,Segment 1 — High-Value Stable
5868-CZJDR,0,Segment 0 — Emerging Risk
5868-YTYKS,1,Segment 1 — High-Value Stable
5868-YWPDW,0,Segment 0 — Emerging Risk
5871-DGTXZ,1,Segment 1 — High-Value Stable
5872-OEQNH,2,Segment 2 — High-Value At-Risk
5875-YPQFJ,0,Segment 0 — Emerging Risk
5876-HZVZM,0,Segment 0 — Emerging Risk
5876-QMYLD,1,Segment 1 — High-Value Stable
5879-HMFFH,2,Segment 2 — High-Value At-Risk
5879-SESNB,0,Segment 0 — Emerging Risk
5882-CMAZQ,0,Segment 0 — Emerging Risk
5883-GTGVD,0,Segment 0 — Emerging Risk
5884-FBCTL,1,Segment 1 — High-Value Stable
5884-GCYMI,0,Segment 0 — Emerging Risk
5886-VLQVU,0,Segment 0 — Emerging Risk
5887-IKKYO,2,Segment 2 — High-Value At-Risk
5889-JTMUL,2,Segment 2 — High-Value At-Risk
5889-LFOLL,0,Segment 0 — Emerging Risk
5893-KCLGT,1,Segment 1 — High-Value Stable
5893-PYOLZ,2,Segment 2 — High-Value At-Risk
5895-QSXOD,0,Segment 0 — Emerging Risk
5896-NPFWW,0,Segment 0 — Emerging Risk
5897-ZYEKH,2,Segment 2 — High-Value At-Risk
5898-IGSLP,0,Segment 0 — Emerging Risk
5899-MQZZL,0,Segment 0 — Emerging Risk
5899-OUVKV,0,Segment 0 — Emerging Risk
5902-WBLSE,1,Segment 1 — High-Value Stable
5906-BFOZT,1,Segment 1 — High-Value Stable
5906-CVLHP,2,Segment 2 — High-Value At-Risk
5906-DVAPM,2,Segment 2 — High-Value At-Risk
5908-QMGOE,0,Segment 0 — Emerging Risk
5909-ECHUI,0,Segment 0 — Emerging Risk
5913-INRQV,2,Segment 2 — High-Value At-Risk
5914-DVBWJ,0,Segment 0 — Emerging Risk
5914-GXMDA,1,Segment 1 — High-Value Stable
5914-XRFQB,2,Segment 2 — High-Value At-Risk
5915-ANOEI,2,Segment 2 — High-Value At-Risk
5915-DGNVC,2,Segment 2 — High-Value At-Risk
5916-QEWPT,0,Segment 0 — Emerging Risk
5917-HBSDW,1,Segment 1 — High-Value Stable
5917-RYRMG,1,Segment 1 — High-Value Stable
5918-VUKWP,1,Segment 1 — High-Value Stable
5919-TMRGD,0,Segment 0 — Emerging Risk
5919-VCZYM,1,Segment 1 — High-Value Stable
5921-NGYRH,2,Segment 2 — High-Value At-Risk
5922-ABDVO,0,Segment 0 — Emerging Risk
5923-GXUOC,0,Segment 0 — Emerging Risk
5924-IFQTT,0,Segment 0 — Emerging Risk
5924-SNGKP,1,Segment 1 — High-Value Stable
5928-QLDHB,0,Segment 0 — Emerging Risk
5930-GBIWP,2,Segment 2 — High-Value At-Risk
5931-FLJJF,0,Segment 0 — Emerging Risk
5934-RMPOV,0,Segment 0 — Emerging Risk
5934-TSSAU,0,Segment 0 — Emerging Risk
5935-FCCNB,0,Segment 0 — Emerging Risk
5937-EORGB,0,Segment 0 — Emerging Risk
5939-SXWHM,1,Segment 1 — High-Value Stable
5939-XAIXZ,0,Segment 0 — Emerging Risk
5940-AHUHD,0,Segment 0 — Emerging Risk
5940-NFXKV,0,Segment 0 — Emerging Risk
5944-UGLLK,2,Segment 2 — High-Value At-Risk
5945-AZYHT,2,Segment 2 — High-Value At-Risk
5947-SGKCL,0,Segment 0 — Emerging Risk
5948-UJZLF,0,Segment 0 — Emerging Risk
5949-EBSQK,0,Segment 0 — Emerging Risk
5949-HGVJL,0,Segment 0 — Emerging Risk
5949-XIKAE,0,Segment 0 — Emerging Risk
5950-AAAGJ,0,Segment 0 — Emerging Risk
5951-AOFIH,0,Segment 0 — Emerging Risk
5954-BDFSG,2,Segment 2 — High-Value At-Risk
5955-EPOAZ,1,Segment 1 — High-Value Stable
5955-ERIHD,0,Segment 0 — Emerging Risk
5956-VKDTT,0,Segment 0 — Emerging Risk
5956-YHHRX,0,Segment 0 — Emerging Risk
5959-BELXA,0,Segment 0 — Emerging Risk
5960-MVTUK,0,Segment 0 — Emerging Risk
5960-WPXQM,0,Segment 0 — Emerging Risk
5961-VUSRV,1,Segment 1 — High-Value Stable
5965-GGPRW,2,Segment 2 — High-Value At-Risk
5966-EMAZU,2,Segment 2 — High-Value At-Risk
5968-HYJRZ,1,Segment 1 — High-Value Stable
5968-VXZLG,0,Segment 0 — Emerging Risk
5968-XQIVE,2,Segment 2 — High-Value At-Risk
5970-GHJAW,1,Segment 1 — High-Value Stable
5973-EJGDP,0,Segment 0 — Emerging Risk
5975-BAICR,2,Segment 2 — High-Value At-Risk
5976-JCJRH,0,Segment 0 — Emerging Risk
5977-CKHON,2,Segment 2 — High-Value At-Risk
5980-BDHPY,2,Segment 2 — High-Value At-Risk
5980-NOPLP,0,Segment 0 — Emerging Risk
5981-ITEMU,0,Segment 0 — Emerging Risk
5981-ZVXOT,2,Segment 2 — High-Value At-Risk
5982-FPVQN,2,Segment 2 — High-Value At-Risk
5982-PSMKW,2,Segment 2 — High-Value At-Risk
5982-XMDEX,1,Segment 1 — High-Value Stable
5985-BEHZK,2,Segment 2 — High-Value At-Risk
5985-TBABQ,0,Segment 0 — Emerging Risk
5986-WWXDV,1,Segment 1 — High-Value Stable
5989-AXPUC,2,Segment 2 — High-Value At-Risk
5989-OMNJE,2,Segment 2 — High-Value At-Risk
5989-PGKJB,0,Segment 0 — Emerging Risk
5993-BQHEA,1,Segment 1 — High-Value Stable
5993-JSUWV,2,Segment 2 — High-Value At-Risk
5995-LFTLE,1,Segment 1 — High-Value Stable
5995-OIGLP,0,Segment 0 — Emerging Risk
5995-SNNEW,0,Segment 0 — Emerging Risk
5995-WWKKG,1,Segment 1 — High-Value Stable
5996-DAOQL,1,Segment 1 — High-Value Stable
5996-EBTKM,2,Segment 2 — High-Value At-Risk
5996-NRVXR,2,Segment 2 — High-Value At-Risk
5997-OPVFA,2,Segment 2 — High-Value At-Risk
5998-DZLYR,2,Segment 2 — High-Value At-Risk
5998-VVEJY,0,Segment 0 — Emerging Risk
5999-LCXAO,0,Segment 0 — Emerging Risk
6000-APYLU,0,Segment 0 — Emerging Risk
6000-UKLWI,1,Segment 1 — High-Value Stable
6005-OBZPH,0,Segment 0 — Emerging Risk
6007-TCTST,2,Segment 2 — High-Value At-Risk
6008-NAIXK,0,Segment 0 — Emerging Risk
6010-DDPPW,1,Segment 1 — High-Value Stable
6013-BHCAW,2,Segment 2 — High-Value At-Risk
6015-VVHHE,0,Segment 0 — Emerging Risk
6016-LVTJQ,1,Segment 1 — High-Value Stable
6016-NXBNJ,1,Segment 1 — High-Value Stable
6017-PPLPX,0,Segment 0 — Emerging Risk
6022-KOUQO,0,Segment 0 — Emerging Risk
6022-UGGSO,0,Segment 0 — Emerging Risk
6023-GSSXW,2,Segment 2 — High-Value At-Risk
6023-YEBUP,0,Segment 0 — Emerging Risk
6024-RUGGH,1,Segment 1 — High-Value Stable
6029-CSMJE,0,Segment 0 — Emerging Risk
6029-WTIPC,0,Segment 0 — Emerging Risk
6030-REHUX,2,Segment 2 — High-Value At-Risk
6032-IGALN,0,Segment 0 — Emerging Risk
6032-KRXXO,0,Segment 0 — Emerging Risk
6034-YMTOB,0,Segment 0 — Emerging Risk
6034-ZRYCV,2,Segment 2 — High-Value At-Risk
6035-BXTTY,0,Segment 0 — Emerging Risk
6035-RIIOM,2,Segment 2 — High-Value At-Risk
6036-TTFYU,1,Segment 1 — High-Value Stable
6038-GCYEC,0,Segment 0 — Emerging Risk
6040-CGACY,1,Segment 1 — High-Value Stable
6047-SUHPR,2,Segment 2 — High-Value At-Risk
6047-YHPVI,0,Segment 0 — Emerging Risk
6048-NJXHX,1,Segment 1 — High-Value Stable
