customer_id,churn_label,predicted_churn_probability,predicted_churn,risk_band,cltv,total_revenue,monthly_charge,satisfaction_score,churn_score,contract,offer,payment_method,internet_type,premium_tech_support
9574-BOSMD,No,0.0,0,Low,5668,2908.98,25.4,4,72,Two Year,No Offer,Bank Withdrawal,No Internet Service,No
7079-QRCBC,Yes,0.9419340627104915,1,Very High,4016,3311.86,98.75,1,85,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
5848-FHRFC,No,0.015734201243899005,0,Low,5740,1579.34,20.05,4,63,Two Year,Offer A,Bank Withdrawal,No Internet Service,No
2474-LCNUE,No,0.084061707674959,0,Low,2590,1976.94,73.65,5,61,Month-to-Month,Offer D,Credit Card,Cable,Yes
4612-THJBS,Yes,0.28206546126569765,0,Low,5605,7447.13,104.75,3,93,One Year,No Offer,Bank Withdrawal,Fiber Optic,No
2696-ECXKC,No,0.005721242016062733,0,Low,6153,7713.5,100.9,4,55,One Year,Offer B,Credit Card,Fiber Optic,No
7892-POOKP,Yes,0.14886275307357497,0,Low,5003,3182.97,104.8,3,84,Month-to-Month,Offer C,Bank Withdrawal,Fiber Optic,Yes
8510-AWCXC,Yes,0.9627671976743329,1,Very High,3269,1401.96,100.8,1,65,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,No
0440-EKDCF,No,0.04470274582476736,0,Low,4404,5842.6,60.15,5,80,Two Year,Offer B,Credit Card,Cable,Yes
1626-ERCMM,Yes,0.7577670703846645,1,High,5604,2005.85,94.55,1,84,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
0264-CNITK,No,0.0011983307151584395,0,Low,5043,3592.73,20.1,3,23,Two Year,No Offer,Bank Withdrawal,No Internet Service,No
4682-BLBUC,No,0.12602558045756093,0,Low,3678,4528.37,70.95,5,66,One Year,No Offer,Bank Withdrawal,DSL,Yes
5451-YHYPW,No,0.040858035800729844,0,Low,6205,11795.78,115.75,3,50,Two Year,Offer A,Credit Card,Fiber Optic,Yes
9050-QLROH,Yes,0.9201491562185411,1,Very High,2931,2111.87,90.7,1,89,Month-to-Month,No Offer,Credit Card,Fiber Optic,No
3999-WRNGR,No,0.05580564151670487,0,Low,6307,3069.45,49.75,3,77,Month-to-Month,No Offer,Bank Withdrawal,Cable,No
8610-WFCJF,Yes,0.9070852609885477,1,Very High,5732,7215.37,95.6,1,69,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
4959-JOSRX,Yes,0.9679504339359496,1,Very High,4884,140.93,44.6,2,91,Month-to-Month,Offer E,Credit Card,Cable,No
8756-RDDLT,No,0.10949292911849859,0,Low,5750,3085.35,44.95,3,63,Month-to-Month,No Offer,Bank Withdrawal,Cable,Yes
7109-MFBYV,No,0.11147661919909604,0,Low,5451,1988.97,45.45,3,68,Month-to-Month,Offer C,Bank Withdrawal,Cable,No
8063-RJYNF,Yes,0.9156943527930198,1,Very High,2827,1950.29,94.25,1,73,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
5124-EOGYE,No,0.005676668541248055,0,Low,2598,1710.22,20.45,3,35,Two Year,No Offer,Credit Card,No Internet Service,No
6518-PPLMZ,No,0.0018602818011626762,0,Low,4497,2452.31,19.4,3,73,Two Year,No Offer,Credit Card,No Internet Service,No
8069-YQQAJ,No,0.07025396488939915,0,Low,3448,419.7,31.1,5,55,Month-to-Month,Offer D,Mailed Check,Cable,No
3677-IYRBF,Yes,0.9950728729355863,1,Very High,4002,78.65,30.4,1,90,Month-to-Month,No Offer,Bank Withdrawal,DSL,No
7515-LODFU,No,0.03502950600269574,0,Low,4042,2779.08,20.3,3,21,Two Year,No Offer,Credit Card,No Internet Service,No
7909-FIOIY,No,0.02053028607829074,0,Low,2958,434.8,24.85,5,39,Month-to-Month,Offer D,Credit Card,Cable,No
5339-TJFEK,No,0.023983157538867598,0,Low,4271,7551.7,105.5,4,56,Month-to-Month,Offer B,Bank Withdrawal,Fiber Optic,No
8198-RKSZG,No,0.10113860971178068,0,Low,5772,1273.83,80.45,3,26,Month-to-Month,Offer D,Credit Card,DSL,Yes
6674-KVJHG,No,0.11898023912234289,0,Low,4998,265.72,25.2,4,55,One Year,No Offer,Bank Withdrawal,No Internet Service,No
7113-HIPFI,No,0.0023879086827293997,0,Low,5500,5873.11,65.85,3,53,Two Year,Offer A,Credit Card,Cable,Yes
5656-JAMLX,No,0.009975405381874023,0,Low,4278,2132.19,19.85,5,45,Two Year,No Offer,Bank Withdrawal,No Internet Service,No
3938-YFPXD,No,0.0358423348682829,0,Low,6012,8087.26,84.3,4,35,Two Year,Offer A,Credit Card,DSL,Yes
7449-HVPIV,No,0.0,0,Low,4603,6339.95,90.4,5,44,Month-to-Month,Offer B,Credit Card,Fiber Optic,No
6496-SLWHQ,Yes,0.955204986267539,1,Very High,5960,400.74,105.0,3,87,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,No
7989-VCQOH,No,0.06193945950852129,0,Low,2065,1796.37,83.25,3,43,Month-to-Month,No Offer,Bank Withdrawal,DSL,Yes
8319-QBEHW,No,0.05125493057661732,0,Low,2715,1023.75,39.95,4,74,One Year,No Offer,Bank Withdrawal,Cable,No
1866-ZSLJM,No,0.007681709661414401,0,Low,5654,1093.54,20.5,4,75,Month-to-Month,Offer D,Credit Card,No Internet Service,No
4391-RESHN,Yes,0.871162566142494,1,Very High,5963,2844.54,104.05,1,93,Month-to-Month,Offer D,Credit Card,Fiber Optic,Yes
3316-UWXUY,No,0.0642629986576869,0,Low,6367,6789.0,93.5,4,70,Month-to-Month,Offer B,Credit Card,Fiber Optic,Yes
3521-SYVOR,Yes,0.8167311800396775,1,Very High,5554,2466.19,64.75,1,80,Month-to-Month,Offer C,Bank Withdrawal,Cable,No
2788-CJQAQ,No,0.01984389796209709,0,Low,3799,560.23,19.45,5,37,One Year,Offer D,Mailed Check,No Internet Service,No
4580-TMHJU,Yes,0.7770236769504412,1,High,2152,4101.05,56.15,2,65,Month-to-Month,No Offer,Bank Withdrawal,DSL,No
8485-GJCDN,Yes,0.6496213748299485,1,High,3368,468.75,69.05,3,74,Month-to-Month,No Offer,Credit Card,Fiber Optic,No
8679-JOEVF,Yes,0.8810263473308699,1,Very High,5556,1613.18,59.4,1,87,Month-to-Month,No Offer,Bank Withdrawal,DSL,Yes
0898-XCGTF,No,0.2124381530375932,0,Low,5926,7013.26,96.5,5,49,One Year,No Offer,Bank Withdrawal,Fiber Optic,No
7361-YPXFS,No,0.01800210022124341,0,Low,3820,2223.76,64.45,4,37,Two Year,No Offer,Bank Withdrawal,Cable,Yes
3312-UUMZW,No,0.10896269995576266,0,Low,3981,4678.38,98.85,4,61,Month-to-Month,No Offer,Credit Card,Fiber Optic,No
9415-DPEWS,Yes,0.4338089772011679,0,Moderate,5727,1867.36,88.35,3,96,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,Yes
1213-NGCUN,Yes,0.8680404979408581,1,Very High,4248,560.69,49.65,2,88,Month-to-Month,Offer E,Bank Withdrawal,DSL,Yes
3896-RCYYE,No,0.022797338884714875,0,Low,5990,3579.15,53.4,5,37,Month-to-Month,No Offer,Credit Card,DSL,Yes
6234-PFPXL,No,0.11423503246826125,0,Low,3207,3018.59,95.9,3,56,Month-to-Month,No Offer,Credit Card,Fiber Optic,Yes
6583-KQJLK,No,0.17316182389306112,0,Low,5868,1852.65,94.65,3,70,Two Year,Offer D,Bank Withdrawal,Fiber Optic,No
1455-ESIQH,Yes,0.9966666666666667,1,Very High,2905,105.16,89.1,2,79,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
2996-XAUVF,No,0.03286533870705768,0,Low,5055,2799.75,40.05,5,57,Two Year,Offer A,Mailed Check,DSL,Yes
4003-FUSHP,No,0.14310182722865256,0,Low,5831,1976.51,61.55,3,60,Month-to-Month,Offer D,Credit Card,Cable,Yes
9259-PACGQ,Yes,0.7933727315212192,1,High,3918,3679.78,62.65,1,91,Month-to-Month,No Offer,Bank Withdrawal,Cable,Yes
3062-ICYZQ,No,0.010891656870267023,0,Low,5457,5928.08,93.8,3,20,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
9013-AQORL,No,0.09952211457912469,0,Low,4106,2108.35,45.55,3,52,Month-to-Month,Offer B,Credit Card,DSL,No
7611-YKYTC,No,0.0830117752883829,0,Low,4040,2427.99,75.0,3,48,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,No
6988-CJEYV,No,0.29224546053313416,0,Low,6148,7148.09,98.7,3,79,Month-to-Month,Offer B,Bank Withdrawal,Fiber Optic,No
0587-DMGBH,Yes,0.13854141776523632,0,Low,2269,664.86,49.85,3,75,Month-to-Month,No Offer,Bank Withdrawal,Cable,No
0308-GIQJT,No,0.14622906725401905,0,Low,4921,7815.95,105.75,4,54,One Year,No Offer,Bank Withdrawal,Fiber Optic,Yes
4625-EWPTF,Yes,0.8385762158357906,1,Very High,4549,226.45,30.45,1,94,Month-to-Month,Offer E,Bank Withdrawal,Cable,No
4818-QIUFN,Yes,0.9304706426545979,1,Very High,4997,1757.3,79.15,1,95,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
1421-HCERK,No,0.15885078276048936,0,Low,2455,4186.2,105.7,5,54,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,Yes
6023-YEBUP,Yes,0.9601295644092331,1,Very High,5351,375.77,100.95,1,81,Month-to-Month,Offer E,Bank Withdrawal,Cable,No
7973-DZRKH,No,0.018537039609119888,0,Low,6204,7717.99,90.95,3,74,Two Year,Offer A,Credit Card,Fiber Optic,Yes
4501-VCPFK,No,0.04626558723791616,0,Low,2734,1022.5,35.75,5,65,Month-to-Month,Offer C,Bank Withdrawal,Cable,Yes
2725-IWWBA,No,0.004804990527669734,0,Low,4258,4328.8,56.9,4,44,One Year,Offer B,Credit Card,DSL,Yes
3612-YVGSJ,No,0.0018602818011626762,0,Low,4742,4024.6,24.45,5,77,Two Year,No Offer,Credit Card,No Internet Service,No
1891-UAWWU,Yes,0.9430622915993602,1,Very High,2312,2046.4,90.8,1,87,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
5569-OUICF,Yes,0.6771248821804945,1,High,4994,3272.24,101.3,3,68,Month-to-Month,Offer C,Credit Card,Fiber Optic,Yes
6621-YOBKI,No,0.03791570856333031,0,Low,2303,251.65,20.35,4,76,Month-to-Month,No Offer,Credit Card,No Internet Service,No
0667-NSRGI,No,0.04396103492195726,0,Low,2478,4253.04,69.55,4,75,One Year,No Offer,Credit Card,DSL,Yes
7156-MHUGY,Yes,0.8993699203308396,1,Very High,5394,1650.74,90.5,1,76,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
5044-XDPYX,No,0.004958058596796818,0,Low,5447,2325.22,25.5,5,43,Two Year,No Offer,Mailed Check,No Internet Service,No
5693-PIPCS,No,0.06284870798761558,0,Low,2640,5107.59,99.65,5,66,Two Year,Offer B,Credit Card,Fiber Optic,Yes
2636-OHFMN,Yes,0.8384619818944432,1,Very High,3955,201.0,48.55,2,90,Month-to-Month,No Offer,Bank Withdrawal,DSL,No
9795-SHUHB,No,0.006611839037077578,0,Low,5313,5412.62,58.2,3,79,Two Year,No Offer,Credit Card,Cable,Yes
1112-CUNAO,Yes,0.9425749184421791,1,Very High,2668,1489.15,89.85,2,91,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,No
8905-IAZPF,No,0.19037190372147886,0,Low,5251,9978.23,95.65,3,45,One Year,No Offer,Credit Card,Fiber Optic,No
7916-VCCPB,No,0.07340804527757035,0,Low,3624,1836.23,73.25,3,22,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,No
9575-IWCAZ,No,0.02873020661946348,0,Low,5161,454.74,25.1,4,31,One Year,No Offer,Mailed Check,No Internet Service,No
5846-ABOBJ,No,0.034005593868398146,0,Low,4766,4116.96,24.45,3,72,Two Year,No Offer,Bank Withdrawal,No Internet Service,No
7410-KTVFV,Yes,0.8762437960886656,1,Very High,2815,1221.25,49.55,1,90,Month-to-Month,No Offer,Mailed Check,DSL,No
5600-PDUJF,No,0.08904711686779601,0,Low,5552,473.26,49.5,5,75,Month-to-Month,No Offer,Credit Card,DSL,Yes
2709-UQGNP,No,0.07731328186561488,0,Low,4292,1014.9,51.65,4,45,Month-to-Month,No Offer,Credit Card,Cable,No
4389-UEFCZ,No,0.12582805226418975,0,Low,5551,9125.12,105.5,3,62,Two Year,No Offer,Bank Withdrawal,Fiber Optic,No
8080-POTJR,No,0.0888045845242435,0,Low,2655,2629.3,79.3,3,78,One Year,Offer C,Credit Card,DSL,No
2121-JAFOM,No,0.06320943075710884,0,Low,5076,8432.64,115.55,3,38,Two Year,No Offer,Credit Card,Fiber Optic,Yes
6029-CSMJE,No,0.22870543728613896,0,Low,3090,440.2,25.65,3,24,Month-to-Month,No Offer,Mailed Check,Cable,No
5985-TBABQ,No,0.044534292589994424,0,Low,2830,3353.35,74.75,4,66,One Year,Offer C,Credit Card,DSL,No
2495-KZNFB,No,0.10262814442331979,0,Low,4460,3542.68,90.65,4,44,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
1196-AMORA,Yes,0.8524522972503595,1,Very High,2679,786.49,73.6,1,87,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
7971-HLVXI,No,0.027680239763869352,0,Low,6202,9298.85,84.5,5,50,Two Year,Offer A,Credit Card,Fiber Optic,No
3410-MHHUM,No,0.005332617409236458,0,Low,5019,5422.59,94.4,5,73,One Year,Offer B,Bank Withdrawal,Fiber Optic,No
8034-RYTVV,No,0.07744041452915593,0,Low,5735,7056.6,84.25,4,30,One Year,No Offer,Credit Card,Fiber Optic,No
9702-AIUJO,No,0.019230460941845336,0,Low,6115,4025.13,44.8,5,44,One Year,No Offer,Bank Withdrawal,DSL,No
4654-DLAMQ,No,0.050366704113752526,0,Low,4053,6671.54,97.0,3,68,One Year,No Offer,Bank Withdrawal,Fiber Optic,No
6950-TWMYB,No,0.03758770820698251,0,Low,4387,6883.85,79.95,3,48,Two Year,Offer B,Bank Withdrawal,Fiber Optic,Yes
4822-RVYBB,Yes,0.9736874671293767,1,Very High,5906,1143.0,100.6,1,90,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,No
1157-BQCUW,Yes,0.9966666666666667,1,Very High,2591,105.02,74.95,1,82,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,No
2108-XWMPY,Yes,0.9343224642869227,1,Very High,2095,106.85,35.45,1,70,Month-to-Month,No Offer,Credit Card,DSL,No
4353-HYOJD,No,0.010751260257692317,0,Low,5580,1857.79,49.85,3,75,Month-to-Month,Offer C,Credit Card,DSL,No
8800-JOOCF,No,0.23389350556620153,0,Low,4621,1180.75,84.05,4,77,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
1763-KUAAW,No,0.03947246624285223,0,Low,4713,1045.14,20.35,4,30,One Year,Offer D,Bank Withdrawal,No Internet Service,No
5012-YSPJJ,No,0.015282727726172245,0,Low,3615,2423.24,54.35,3,41,Month-to-Month,No Offer,Credit Card,DSL,Yes
5716-EZXZN,No,0.030869559790089963,0,Low,5878,7274.7,99.05,3,59,Two Year,No Offer,Credit Card,Fiber Optic,Yes
7619-PLRLP,No,0.038900927320383735,0,Low,5136,5802.37,74.1,4,37,One Year,Offer B,Bank Withdrawal,Cable,No
5366-IJEQJ,Yes,0.860222751812211,1,Very High,4115,1872.25,88.7,1,86,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,No
9444-JTXHZ,Yes,0.9692035083836097,1,Very High,5973,161.35,76.2,3,83,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
6769-DYBQN,Yes,0.856710316554648,1,Very High,2097,5661.28,85.0,1,71,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
6559-RAKOZ,No,0.011999284075903125,0,Low,4301,5702.88,97.95,3,53,One Year,Offer B,Bank Withdrawal,Fiber Optic,Yes
4092-OFQZS,No,0.020381425018758365,0,Low,4147,1346.9,20.65,3,40,One Year,Offer D,Credit Card,No Internet Service,No
0927-LCSMG,Yes,0.45270430643026904,0,Moderate,3331,705.61,74.65,3,75,Month-to-Month,Offer E,Mailed Check,Fiber Optic,No
2305-MRGLV,No,0.19170276240434245,0,Low,2085,2678.88,76.55,3,71,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,Yes
7665-VIGUD,No,0.006732056422493664,0,Low,4745,350.3,20.35,5,38,One Year,No Offer,Credit Card,No Internet Service,No
3948-KXDUF,No,0.011469857285232228,0,Low,5454,5801.87,68.75,4,60,Two Year,No Offer,Bank Withdrawal,Cable,Yes
3629-ZNKXA,No,0.03854727289790749,0,Low,3296,2108.72,101.8,4,53,Two Year,No Offer,Bank Withdrawal,Fiber Optic,No
2115-BFTIW,Yes,0.8379833180351035,1,Very High,4881,2410.1,70.95,1,75,Month-to-Month,No Offer,Credit Card,Fiber Optic,No
5429-LWCMV,No,0.10329327751260585,0,Low,4041,1544.31,89.15,5,80,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,No
8467-WYNSR,No,0.07500017796726717,0,Low,2729,2069.57,55.1,3,62,Month-to-Month,No Offer,Mailed Check,DSL,Yes
9391-DXGGG,No,0.05742602884701084,0,Low,4368,5547.91,89.15,4,27,One Year,Offer B,Credit Card,Fiber Optic,No
7203-OYKCT,No,0.11241473787317756,0,Low,5760,9961.84,104.95,5,20,One Year,No Offer,Bank Withdrawal,Fiber Optic,No
7021-XSNYE,No,0.022795144985074713,0,Low,2750,305.55,49.65,3,60,Two Year,No Offer,Credit Card,DSL,Yes
4816-JBHOV,Yes,0.9996997811113121,1,Very High,4618,176.56,44.7,1,91,Month-to-Month,Offer E,Bank Withdrawal,Cable,No
5651-WYIPH,No,0.12376924115791359,0,Low,3283,1606.09,49.85,3,71,One Year,No Offer,Credit Card,Cable,No
9693-XMUOB,No,0.1971307067160844,0,Low,5546,2997.45,50.25,4,27,Month-to-Month,No Offer,Bank Withdrawal,Cable,No
4195-PNGZS,No,0.005348810254685998,0,Low,5295,4001.41,24.45,5,39,Two Year,No Offer,Bank Withdrawal,No Internet Service,No
2729-VNVAP,No,0.0023879086827293997,0,Low,2635,1054.18,19.8,4,42,Two Year,No Offer,Credit Card,No Internet Service,No
4487-ZYJZK,No,0.00786314506124433,0,Low,4623,2158.46,19.6,3,53,One Year,No Offer,Credit Card,No Internet Service,No
6598-RFFVI,Yes,0.6486857171469224,1,High,2279,59.88,19.3,3,94,One Year,No Offer,Credit Card,No Internet Service,No
4080-IIARD,No,0.18311750236710195,0,Low,2569,1134.72,76.2,5,41,Month-to-Month,Offer D,Bank Withdrawal,DSL,Yes
8745-PVESG,No,0.012606672337921006,0,Low,5281,2258.25,41.1,4,41,One Year,No Offer,Credit Card,DSL,Yes
6633-MPWBS,Yes,0.9206088114000994,1,Very High,4336,253.45,49.2,1,73,Month-to-Month,Offer E,Bank Withdrawal,DSL,Yes
5954-BDFSG,No,0.13314551548990353,0,Low,4708,8595.54,107.5,3,53,Two Year,No Offer,Credit Card,Fiber Optic,Yes
3524-WQDSG,No,0.045282788198485156,0,Low,3280,4435.7,99.3,3,73,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
2294-SALNE,No,0.05478213318312244,0,Low,3200,2413.29,86.8,4,54,One Year,Offer D,Credit Card,Fiber Optic,Yes
7207-RMRDB,Yes,0.782052293629679,1,High,5720,9204.75,105.5,1,89,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
3537-RYBHH,No,0.07964746996170416,0,Low,4074,5450.19,67.45,3,67,Two Year,No Offer,Credit Card,DSL,No
8932-CZHRQ,No,0.0450786939099483,0,Low,5395,6612.97,76.75,4,33,One Year,Offer A,Credit Card,DSL,No
4342-HFXWS,No,0.010200480210575246,0,Low,3442,5167.33,69.7,3,50,One Year,Offer B,Bank Withdrawal,DSL,Yes
7325-ENZFI,No,0.0042481904838920755,0,Low,3424,1630.4,40.3,3,77,One Year,No Offer,Bank Withdrawal,DSL,Yes
6235-VDHOM,Yes,0.9069240941437251,1,Very High,4099,131.05,28.45,2,89,Month-to-Month,Offer E,Bank Withdrawal,DSL,No
2143-LJULT,No,0.01867862219912217,0,Low,5887,4100.93,25.25,5,32,Two Year,No Offer,Credit Card,No Internet Service,No
6288-CHQJB,No,0.012020684447090672,0,Low,5077,5393.03,69.95,4,57,Two Year,Offer B,Bank Withdrawal,DSL,Yes
3170-GWYKC,No,0.07646450456647068,0,Low,5926,7609.55,104.95,4,62,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,Yes
6285-FTQBF,No,0.0018602818011626762,0,Low,6425,4518.74,25.55,4,40,Two Year,Offer A,Credit Card,No Internet Service,No
5787-KXGIY,No,0.02822044362032336,0,Low,4035,1492.72,19.3,3,42,Two Year,No Offer,Credit Card,No Internet Service,No
1095-WGNGG,No,0.10707723978942257,0,Low,6311,7038.14,101.05,4,60,Two Year,No Offer,Bank Withdrawal,Fiber Optic,No
2758-RNWXS,No,0.049656331058894436,0,Low,4446,4987.65,89.2,4,39,One Year,Offer C,Bank Withdrawal,Fiber Optic,Yes
2080-CAZNM,No,0.26424897197320873,0,Low,4477,4393.48,104.4,5,61,Month-to-Month,Offer B,Bank Withdrawal,Fiber Optic,No
0568-ONFPC,Yes,0.6577247914872018,1,High,2102,335.25,25.9,1,83,Month-to-Month,Offer E,Bank Withdrawal,No Internet Service,No
3588-WSTTJ,No,0.2427758207215273,0,Low,3484,4662.0,99.05,4,63,Month-to-Month,Offer C,Bank Withdrawal,Fiber Optic,No
2242-MFOTG,No,0.0478526798249091,0,Low,3957,3451.73,80.1,4,54,One Year,No Offer,Bank Withdrawal,Fiber Optic,No
9103-TCIHJ,Yes,0.8276477004919919,1,Very High,4519,1509.7,55.7,2,73,Month-to-Month,Offer D,Mailed Check,DSL,No
2338-BQEZT,No,0.06059226395381066,0,Low,6250,3031.85,50.55,3,44,Month-to-Month,Offer B,Credit Card,DSL,No
8311-UEUAB,No,0.023367377097204052,0,Low,5420,5320.57,75.5,3,69,Two Year,Offer A,Bank Withdrawal,DSL,No
2038-LLMLM,No,0.08102360919692662,0,Low,4304,5450.05,103.85,5,78,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,Yes
3451-VAWLI,No,0.0034049613748113557,0,Low,5636,1269.75,19.7,4,43,Two Year,No Offer,Credit Card,No Internet Service,No
8869-LIHMK,No,0.06143979889817351,0,Low,5213,10169.89,115.1,3,78,Two Year,No Offer,Bank Withdrawal,Fiber Optic,Yes
0578-SKVMF,Yes,0.7797446372142643,1,High,3804,1934.12,83.3,1,88,Month-to-Month,No Offer,Bank Withdrawal,Cable,No
9541-ZPSEA,No,0.00517041485420429,0,Low,5954,7012.59,80.35,3,33,Two Year,Offer A,Credit Card,Fiber Optic,No
2507-QZPQS,No,0.13691521352809805,0,Low,4999,1600.65,95.7,5,23,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,Yes
7601-DHFWZ,No,0.047925935752909155,0,Low,3948,2662.41,24.0,3,66,Two Year,Offer B,Credit Card,No Internet Service,No
9385-EHGDO,No,0.0023879086827293997,0,Low,4177,1053.46,19.85,3,46,Two Year,No Offer,Credit Card,No Internet Service,No
2332-TODQS,No,0.016544726410259437,0,Low,3642,2833.2,25.05,4,33,One Year,Offer B,Credit Card,No Internet Service,No
2460-FPSYH,Yes,0.9101712004337903,1,Very High,4272,2189.35,55.8,1,90,Month-to-Month,No Offer,Bank Withdrawal,Cable,No
7629-WFGLW,No,0.07853104963109837,0,Low,6335,6096.84,95.65,3,20,One Year,Offer B,Bank Withdrawal,Fiber Optic,Yes
6131-FOYAS,No,0.10130097541039511,0,Low,2187,2816.25,59.6,3,27,Month-to-Month,No Offer,Bank Withdrawal,DSL,No
8401-EMUWF,No,0.024506273156028876,0,Low,4701,3758.44,69.4,3,36,Month-to-Month,Offer B,Bank Withdrawal,Cable,No
3428-XZMAZ,Yes,0.9986659507425698,1,Very High,5796,115.21,69.35,2,91,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
1301-LOPVR,No,0.012489055749526365,0,Low,5138,1636.95,55.35,3,70,One Year,No Offer,Credit Card,DSL,Yes
6620-JDYNW,No,0.09124894088916441,0,Low,4459,1353.81,60.6,3,74,Month-to-Month,Offer D,Credit Card,DSL,No
8053-WWDRO,Yes,0.3095621162193446,0,Moderate,5579,336.5,19.5,3,67,Month-to-Month,No Offer,Bank Withdrawal,No Internet Service,No
5774-QPLTF,No,0.0,0,Low,6391,2287.95,20.35,5,71,One Year,No Offer,Credit Card,No Internet Service,No
9317-WZPGV,Yes,0.9755450907825972,1,Very High,4038,248.66,79.75,3,77,Month-to-Month,Offer E,Bank Withdrawal,Fiber Optic,No
5887-IKKYO,No,0.014589020192300654,0,Low,4777,5854.23,94.35,4,49,Two Year,Offer B,Bank Withdrawal,Fiber Optic,Yes
5245-VDBUR,No,0.016541983880730478,0,Low,5509,1958.95,35.45,4,47,One Year,No Offer,Credit Card,DSL,No
0327-WFZSY,No,0.02054028495909163,0,Low,5434,4509.86,100.0,3,64,One Year,Offer C,Bank Withdrawal,Fiber Optic,No
9972-VAFJJ,No,0.231930614317779,0,Low,6355,7396.37,94.0,3,73,One Year,No Offer,Bank Withdrawal,Fiber Optic,Yes
6119-SPUDB,No,0.010922921999156954,0,Low,2653,1755.35,38.25,3,73,Two Year,Offer B,Credit Card,DSL,Yes
3115-CZMZD,No,0.007147373392607045,0,Low,5504,334.1,20.25,4,68,Two Year,No Offer,Credit Card,No Internet Service,No
9909-IDLEK,No,0.021411916532080272,0,Low,3222,2667.9,96.8,4,26,Month-to-Month,Offer D,Credit Card,Fiber Optic,Yes
0536-ACXIP,No,0.04982857867888154,0,Low,6452,11347.5,109.55,3,53,Two Year,No Offer,Bank Withdrawal,Fiber Optic,No
6242-FEGFD,No,0.014569711787792107,0,Low,4454,8836.55,96.6,3,69,Two Year,No Offer,Credit Card,Fiber Optic,Yes
8999-XXGNS,No,0.032363516077780305,0,Low,5832,9016.65,105.75,5,53,One Year,Offer A,Credit Card,Fiber Optic,No
9110-HSGTV,No,0.02642581053632258,0,Low,4631,7315.29,82.45,3,80,Two Year,Offer A,Credit Card,DSL,Yes
6502-MJQAE,Yes,0.9996113753931737,1,Very High,2072,115.81,69.6,1,87,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
0601-WZHJF,Yes,0.353694529787201,0,Moderate,5360,667.7,46.35,3,76,Month-to-Month,Offer D,Bank Withdrawal,DSL,No
8808-ELEHO,Yes,0.9769742838349553,1,Very High,3812,626.11,81.25,1,72,Month-to-Month,No Offer,Bank Withdrawal,Fiber Optic,No
2808-CHTDM,No,0.0018602818011626762,0,Low,2267,1436.23,25.1,5,67,Two Year,No Offer,Mailed Check,No Internet Service,No
7855-DIWPO,No,0.08462762455438896,0,Low,2006,2135.59,68.65,5,21,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,No
1293-BSEUN,No,0.0,0,Low,4528,1979.1,20.7,5,40,Two Year,No Offer,Credit Card,No Internet Service,No
0743-HNPFG,No,0.02458826230585355,0,Low,5628,4477.95,69.75,3,50,One Year,No Offer,Credit Card,DSL,Yes
0807-ZABDG,Yes,0.9487398771097344,1,Very High,4412,232.77,55.1,1,90,Month-to-Month,Offer E,Mailed Check,Cable,Yes
5889-LFOLL,Yes,0.9701276956147635,1,Very High,2659,1582.68,84.6,1,77,Month-to-Month,Offer D,Bank Withdrawal,Fiber Optic,No
9805-FILKB,No,0.060181118591666485,0,Low,2325,1062.72,20.2,3,68,One Year,No Offer,Bank Withdrawal,No Internet Service,No
