customer_id,customer_status,churn_label,churn_score,cltv,monthly_charge,total_revenue,satisfaction_score,contract,payment_method,offer,internet_type,premium_tech_support,gender,age,senior_citizen,state,city
3855-ONCAR,Stayed,No,50,5775,78.90,430.46,4,Month-to-Month,Credit Card,No Offer,Fiber Optic,No,Female,35,No,California,Arcadia
3858-VOBET,Churned,Yes,89,5897,74.95,2372.85,3,Month-to-Month,Bank Withdrawal,No Offer,Cable,No,Male,48,No,California,San Diego
3858-XHYJO,Stayed,No,41,4078,105.75,5116.55,4,One Year,Bank Withdrawal,Offer B,Fiber Optic,No,Female,24,No,California,San Gabriel
3859-CVCET,Churned,Yes,78,2864,45.65,372.65,1,Month-to-Month,Mailed Check,No Offer,DSL,No,Female,47,No,California,Lindsay
3863-IUBJR,Churned,Yes,78,2595,53.65,1030.19,1,One Year,Credit Card,No Offer,DSL,No,Male,27,No,California,Oakland
3863-QSTYI,Stayed,No,38,5687,64.65,4726.65,3,Month-to-Month,Bank Withdrawal,No Offer,Cable,Yes,Male,60,No,California,Mission Viejo
3865-QBWSJ,Stayed,No,41,2926,80.45,4877.59,3,Two Year,Credit Card,No Offer,Fiber Optic,No,Male,76,Yes,California,Courtland
3865-YIOTT,Stayed,No,72,6283,106.10,8688.74,3,One Year,Bank Withdrawal,No Offer,Fiber Optic,No,Male,40,No,California,San Francisco
3865-ZFZIB,Stayed,No,21,5596,19.65,1017.07,5,Two Year,Credit Card,Offer D,No Internet Service,No,Male,25,No,California,Los Angeles
3865-ZYKAD,Stayed,No,59,4503,84.90,6804.09,3,Month-to-Month,Credit Card,No Offer,Fiber Optic,No,Male,77,Yes,California,Sacramento
3866-MDTUB,Churned,Yes,72,3257,70.75,200.76,1,Month-to-Month,Bank Withdrawal,No Offer,DSL,No,Female,64,No,California,Los Angeles
3870-MQAMG,Churned,Yes,90,6189,110.35,6010.87,1,One Year,Bank Withdrawal,Offer B,Fiber Optic,Yes,Female,21,No,California,Camp Nelson
3870-SPZSI,Stayed,No,54,4203,113.05,10196.55,5,Two Year,Credit Card,Offer A,Fiber Optic,Yes,Female,56,No,California,Wilton
3871-IKPYH,Churned,Yes,83,2767,69.10,85.29,3,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Male,70,Yes,California,Camarillo
3873-NFTGI,Stayed,No,68,3520,55.50,1026.27,4,Month-to-Month,Credit Card,Offer D,DSL,No,Male,54,No,California,Fresno
3873-WOSBC,Stayed,No,38,4879,25.60,2571.48,3,Two Year,Credit Card,Offer A,No Internet Service,No,Male,58,No,California,Catheys Valley
3874-EQOEP,Churned,Yes,94,2786,95.00,772.54,1,Month-to-Month,Credit Card,Offer E,Cable,No,Male,32,No,California,Long Beach
3877-JRJIP,Churned,Yes,71,4017,59.85,81.90,2,Month-to-Month,Bank Withdrawal,No Offer,Cable,No,Male,50,No,California,Hawthorne
3878-AVSOQ,Joined,No,49,5033,71.25,98.85,4,Two Year,Bank Withdrawal,No Offer,Fiber Optic,No,Female,68,Yes,California,La Jolla
3882-IYOIJ,Stayed,No,36,5328,115.25,9346.40,5,Two Year,Credit Card,Offer B,Fiber Optic,Yes,Female,41,No,California,Yorba Linda
3884-HCSWG,Churned,Yes,70,4390,70.00,1354.72,1,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Female,51,No,California,Camptonville
3884-UEBXB,Stayed,No,39,6314,36.15,2434.45,3,Two Year,Bank Withdrawal,No Offer,DSL,No,Female,58,No,California,Diamond Springs
3886-CERTZ,Churned,Yes,90,4261,109.25,10351.16,1,One Year,Bank Withdrawal,No Offer,Fiber Optic,Yes,Female,57,No,California,Fullerton
3887-PBQAO,Stayed,No,78,5741,25.90,2228.65,4,One Year,Credit Card,Offer B,No Internet Service,No,Female,48,No,California,Hermosa Beach
3889-VWBID,Stayed,No,42,5184,82.85,7652.57,4,Two Year,Bank Withdrawal,No Offer,DSL,Yes,Male,52,No,California,Antelope
3890-RTCMS,Stayed,No,49,3446,49.45,1574.20,4,Month-to-Month,Credit Card,No Offer,DSL,Yes,Male,29,No,California,Millville
3891-NLXJB,Stayed,No,24,4050,40.55,1440.85,3,Two Year,Credit Card,No Offer,DSL,Yes,Male,26,No,California,San Jose
3891-PUQOD,Churned,Yes,65,5020,59.20,72.78,1,Month-to-Month,Bank Withdrawal,No Offer,DSL,No,Female,40,No,California,Los Angeles
3892-NXAZG,Stayed,No,72,6254,114.05,8707.52,4,Two Year,Credit Card,Offer A,Fiber Optic,Yes,Male,56,No,California,Downieville
3893-JRNFS,Stayed,No,69,6270,39.90,2796.35,4,Month-to-Month,Bank Withdrawal,No Offer,DSL,No,Male,19,No,California,Palmdale
3896-RCYYE,Stayed,No,37,5990,53.40,3579.15,5,Month-to-Month,Credit Card,No Offer,DSL,Yes,Female,61,No,California,Atwater
3896-ZVNET,Stayed,No,56,5302,24.70,1069.51,3,Two Year,Mailed Check,No Offer,No Internet Service,No,Female,42,No,California,Gerber
3898-BSJYF,Stayed,No,29,4434,73.55,835.70,3,One Year,Credit Card,Offer D,Cable,Yes,Female,23,No,California,Herlong
3898-GUYTS,Stayed,No,34,4735,97.05,4955.20,3,Two Year,Bank Withdrawal,No Offer,Fiber Optic,Yes,Female,71,Yes,California,Ravendale
3900-AQPHZ,Churned,Yes,91,4248,19.90,69.41,2,Month-to-Month,Mailed Check,No Offer,No Internet Service,No,Female,45,No,California,Pearblossom
3902-FOIGH,Churned,Yes,68,3967,101.35,1800.55,1,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Male,66,Yes,California,Doyle
3902-MIVLE,Stayed,No,62,5113,75.70,5442.15,3,Two Year,Credit Card,Offer B,DSL,Yes,Male,35,No,California,Whittier
3904-UKFRE,Stayed,No,67,2333,80.10,512.79,3,Month-to-Month,Bank Withdrawal,Offer E,Fiber Optic,No,Male,27,No,California,Stockton
3908-BLSYF,Churned,Yes,90,3962,83.90,653.13,1,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Female,40,No,California,Los Altos
3908-MKIMJ,Stayed,No,34,5607,41.95,2965.75,3,Two Year,Bank Withdrawal,No Offer,Cable,No,Male,79,Yes,California,Mount Shasta
3910-MRQOY,Stayed,No,79,5398,19.40,2423.09,3,Two Year,Bank Withdrawal,No Offer,No Internet Service,No,Female,28,No,California,Orick
3911-RSNHI,Stayed,No,37,5119,61.40,4310.35,4,Two Year,Credit Card,Offer A,DSL,Yes,Female,46,No,California,Rocklin
3913-FCUUW,Stayed,No,48,4463,70.45,5658.90,3,Two Year,Bank Withdrawal,Offer A,DSL,Yes,Female,52,No,California,Hanford
3913-RDSJZ,Stayed,No,22,4312,25.55,4875.91,4,Two Year,Credit Card,No Offer,No Internet Service,No,Female,40,No,California,Los Angeles
3914-FDRHP,Stayed,No,42,4754,86.25,1187.56,5,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,Yes,Male,25,No,California,Warner Springs
3915-ODIYG,Stayed,No,71,4964,71.75,4996.55,3,One Year,Bank Withdrawal,No Offer,DSL,No,Male,72,Yes,California,Cotati
3916-NRPAP,Joined,No,33,5806,85.70,346.27,5,Month-to-Month,Credit Card,Offer E,Fiber Optic,No,Male,21,No,California,Escalon
3920-HIHMQ,Stayed,No,38,4196,49.50,1840.49,5,Month-to-Month,Credit Card,No Offer,DSL,No,Female,53,No,California,Scotts Valley
3923-CSIHK,Churned,Yes,94,5746,71.05,3674.85,3,Month-to-Month,Bank Withdrawal,No Offer,Cable,No,Female,69,Yes,California,Herald
3926-CUQZX,Churned,Yes,77,4884,45.10,56.16,3,Month-to-Month,Bank Withdrawal,Offer E,DSL,No,Male,27,No,California,Campo
3926-YZVVX,Stayed,No,64,2157,50.05,2538.27,5,One Year,Bank Withdrawal,No Offer,Cable,Yes,Female,62,No,California,Sacramento
3927-NLNRY,Churned,Yes,96,5414,94.25,5703.76,3,One Year,Bank Withdrawal,Offer B,Fiber Optic,No,Male,48,No,California,Long Barn
3930-ZGWVE,Joined,No,68,2484,19.75,35.52,3,Month-to-Month,Credit Card,No Offer,No Internet Service,No,Male,45,No,California,Stanton
3932-CMDTD,Churned,Yes,66,4663,105.65,617.70,2,One Year,Bank Withdrawal,No Offer,Fiber Optic,Yes,Female,29,No,California,Foothill Ranch
3932-IJWDZ,Stayed,No,21,2183,103.65,5861.60,5,Month-to-Month,Bank Withdrawal,Offer B,Fiber Optic,Yes,Male,51,No,California,Willits
3933-DQPWX,Stayed,No,49,5174,39.70,1932.75,3,Two Year,Credit Card,No Offer,DSL,Yes,Female,48,No,California,Barstow
3934-HXCFZ,Churned,Yes,76,5338,99.25,2628.00,1,Month-to-Month,Bank Withdrawal,Offer D,Fiber Optic,No,Male,33,No,California,Pinecrest
3935-TBRZZ,Stayed,No,80,3037,25.70,1785.02,3,One Year,Credit Card,Offer B,No Internet Service,No,Male,54,No,California,Twentynine Palms
3936-QQFLL,Joined,No,67,4064,19.75,43.24,4,Month-to-Month,Credit Card,No Offer,No Internet Service,No,Male,58,No,California,Calimesa
3938-YFPXD,Stayed,No,35,6012,84.30,8087.26,4,Two Year,Credit Card,Offer A,DSL,Yes,Male,55,No,California,Janesville
3941-XTSKM,Stayed,No,71,3844,45.10,2049.05,4,One Year,Credit Card,No Offer,DSL,No,Male,32,No,California,Burnt Ranch
3943-KDREE,Churned,Yes,76,2934,74.95,2290.73,2,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Female,48,No,California,Los Angeles
3945-GFWQL,Churned,Yes,89,4162,44.55,524.31,3,Month-to-Month,Bank Withdrawal,No Offer,DSL,No,Female,33,No,California,San Jose
3946-JEWRQ,Stayed,No,72,4977,95.20,5626.71,5,One Year,Credit Card,No Offer,Fiber Optic,No,Male,21,No,California,Sherman Oaks
3946-MHCZW,Churned,Yes,83,5111,50.90,57.85,1,Month-to-Month,Credit Card,Offer E,DSL,No,Male,50,No,California,Ontario
3948-FVVRP,Stayed,No,73,2848,54.80,852.94,4,Month-to-Month,Credit Card,No Offer,DSL,Yes,Male,43,No,California,Santa Maria
3948-KXDUF,Stayed,No,60,5454,68.75,5801.87,4,Two Year,Bank Withdrawal,No Offer,Cable,Yes,Male,64,No,California,Los Gatos
3948-XHGNA,Churned,Yes,80,5005,49.55,1555.76,1,Month-to-Month,Bank Withdrawal,No Offer,DSL,No,Male,35,No,California,San Diego
3950-VPYJB,Stayed,No,28,4778,59.60,4408.75,3,One Year,Credit Card,No Offer,DSL,Yes,Male,37,No,California,Chester
3951-NJCVI,Stayed,No,34,2677,95.05,5820.68,4,One Year,Bank Withdrawal,No Offer,Fiber Optic,No,Female,76,Yes,California,Cathedral City
3955-JBZZM,Stayed,No,80,2317,78.80,2549.10,3,Month-to-Month,Bank Withdrawal,Offer D,Fiber Optic,No,Male,45,No,California,Hermosa Beach
3956-CJUST,Stayed,No,49,2491,75.40,2128.81,4,One Year,Bank Withdrawal,No Offer,Fiber Optic,No,Female,67,Yes,California,San Francisco
3956-MGXOG,Stayed,No,70,2951,80.60,3192.47,5,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Female,62,No,California,Modesto
3957-HHLMR,Stayed,No,20,6316,65.20,6623.55,3,One Year,Bank Withdrawal,Offer A,DSL,No,Female,50,No,California,Aguanga
3957-LXOLK,Churned,Yes,83,5030,106.15,3423.26,1,Month-to-Month,Bank Withdrawal,Offer C,Fiber Optic,No,Female,75,Yes,California,Shingletown
3957-SQXML,Stayed,No,62,5408,24.95,1751.44,3,Two Year,Credit Card,No Offer,No Internet Service,No,Female,61,No,California,Los Angeles
3961-SXAXY,Joined,No,54,5925,44.05,74.78,5,Month-to-Month,Bank Withdrawal,Offer E,Cable,No,Male,49,No,California,Thousand Oaks
3963-RYFNS,Stayed,No,20,5567,116.45,11596.99,4,Two Year,Bank Withdrawal,Offer A,Fiber Optic,Yes,Female,25,No,California,Venice
3966-HRMZA,Joined,No,56,3545,75.05,331.73,4,One Year,Credit Card,Offer E,Fiber Optic,No,Female,74,Yes,California,Bishop
3967-KXAPS,Stayed,No,56,5136,92.30,7698.38,4,Two Year,Credit Card,Offer A,DSL,Yes,Male,42,No,California,Los Angeles
3967-VQOGC,Stayed,No,59,5847,24.90,2848.06,5,Two Year,Credit Card,No Offer,No Internet Service,No,Female,54,No,California,Leggett
3969-GYXEL,Stayed,No,41,4033,76.40,1240.42,4,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Female,46,No,California,Berkeley
3969-JQABI,Stayed,No,64,5912,65.25,6230.88,3,Month-to-Month,Credit Card,No Offer,DSL,No,Female,47,No,California,Palo Alto
3970-XGJDU,Stayed,No,64,4937,19.20,2613.51,4,Two Year,Credit Card,No Offer,No Internet Service,No,Female,45,No,California,West Hills
3973-SKMLN,Stayed,No,28,5308,19.90,2890.54,3,Two Year,Credit Card,No Offer,No Internet Service,No,Male,49,No,California,Carlsbad
3976-BWUCK,Churned,Yes,94,5255,94.10,3014.75,3,Month-to-Month,Credit Card,No Offer,Fiber Optic,Yes,Female,63,No,California,San Diego
3976-HXHCE,Stayed,No,42,4722,19.30,4708.80,4,Two Year,Bank Withdrawal,No Offer,No Internet Service,No,Male,57,No,California,Belvedere Tiburon
3976-NLDEZ,Joined,No,52,5370,20.60,22.08,3,Month-to-Month,Credit Card,Offer E,No Internet Service,No,Male,55,No,California,Mira Loma
3977-QCRSL,Stayed,No,66,5020,20.15,134.80,4,Month-to-Month,Credit Card,Offer E,No Internet Service,No,Female,30,No,California,Warner Springs
3978-YNKDD,Stayed,No,43,2654,20.85,1154.54,4,Two Year,Credit Card,No Offer,No Internet Service,No,Male,62,No,California,Culver City
3981-QSVQI,Stayed,No,22,5498,19.70,346.10,4,Month-to-Month,Bank Withdrawal,Offer E,No Internet Service,No,Male,28,No,California,Bakersfield
3982-DQLUS,Stayed,No,21,4978,85.75,6279.56,3,Two Year,Bank Withdrawal,No Offer,Fiber Optic,No,Male,78,Yes,California,Sunland
3982-JGSFD,Stayed,No,33,3526,20.35,1153.77,5,One Year,Credit Card,No Offer,No Internet Service,No,Male,37,No,California,Madera
3982-XWFZQ,Churned,Yes,90,4873,50.25,2628.34,2,Month-to-Month,Bank Withdrawal,Offer B,Cable,No,Female,30,No,California,Denair
3985-HOYPM,Stayed,No,71,4602,19.40,687.18,4,One Year,Credit Card,No Offer,No Internet Service,No,Male,29,No,California,Washington
3987-KQDDU,Stayed,No,30,4990,75.60,851.54,3,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Male,58,No,California,Sonoma
3988-RQIXO,Churned,Yes,71,2371,91.30,134.91,3,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Female,68,Yes,California,Corona Del Mar
3990-QYKBE,Churned,Yes,95,4127,92.50,5300.09,1,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Male,74,Yes,California,La Canada Flintridge
3992-YWPKO,Churned,Yes,69,5750,109.90,791.61,1,Month-to-Month,Credit Card,Offer E,Fiber Optic,Yes,Female,55,No,California,Atwater
3995-WFCSM,Joined,No,54,3796,60.85,141.90,5,Month-to-Month,Bank Withdrawal,No Offer,DSL,No,Female,28,No,California,San Jacinto
3996-ZNWYK,Stayed,No,69,5819,19.80,3668.97,4,Two Year,Credit Card,No Offer,No Internet Service,No,Male,77,Yes,California,Sacramento
3999-QGRJH,Churned,Yes,88,3068,69.70,679.97,1,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Male,80,Yes,California,Ballico
3999-WRNGR,Stayed,No,77,6307,49.75,3069.45,3,Month-to-Month,Bank Withdrawal,No Offer,Cable,No,Female,39,No,California,Soda Springs
4000-VGMQP,Stayed,No,60,2125,78.95,3382.01,5,One Year,Credit Card,No Offer,Cable,No,Male,56,No,California,Pollock Pines
4001-TSBTV,Stayed,No,49,6423,91.55,7874.57,3,Month-to-Month,Bank Withdrawal,Offer B,Fiber Optic,No,Female,49,No,California,Sacramento
4002-BQWPQ,Stayed,No,61,5917,81.75,2658.80,3,Month-to-Month,Bank Withdrawal,No Offer,Cable,Yes,Male,59,No,California,Crockett
4003-FUSHP,Stayed,No,60,5831,61.55,1976.51,3,Month-to-Month,Credit Card,Offer D,Cable,Yes,Male,62,No,California,Santa Cruz
4003-OCTMP,Stayed,No,24,5191,64.00,2803.55,4,One Year,Bank Withdrawal,No Offer,Cable,Yes,Female,55,No,California,Tracy
4006-HKYHO,Stayed,No,74,5841,86.70,7173.04,3,Two Year,Bank Withdrawal,No Offer,DSL,Yes,Male,24,No,California,Bakersfield
4007-NHVHI,Stayed,No,57,5679,96.85,7833.17,3,Two Year,Bank Withdrawal,No Offer,Fiber Optic,No,Female,69,Yes,California,Rio Linda
4009-ALQFH,Churned,Yes,90,5932,99.50,3560.05,3,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Female,35,No,California,Groveland
4010-YLMVT,Stayed,No,80,5056,106.60,7281.07,4,Month-to-Month,Credit Card,Offer B,Fiber Optic,No,Female,25,No,California,Yucaipa
4011-ARPHK,Stayed,No,77,5578,50.35,2061.12,3,Month-to-Month,Credit Card,No Offer,DSL,No,Male,59,No,California,Norwalk
4012-YCFAI,Stayed,No,79,6174,61.35,5099.40,3,Two Year,Credit Card,No Offer,DSL,Yes,Male,45,No,California,Riverside
4012-ZTHBR,Stayed,No,54,3752,44.95,1744.20,5,Month-to-Month,Bank Withdrawal,Offer D,Cable,No,Female,33,No,California,Kneeland
4013-GUXND,Joined,No,38,3678,20.80,68.94,4,Month-to-Month,Credit Card,Offer E,No Internet Service,No,Male,37,No,California,Lancaster
4013-TLDHQ,Churned,Yes,72,3666,78.25,1875.89,1,Month-to-Month,Bank Withdrawal,Offer D,Fiber Optic,No,Male,59,No,California,Berkeley
4013-UBXWQ,Churned,Yes,67,4612,74.65,834.49,3,Month-to-Month,Bank Withdrawal,Offer E,Cable,Yes,Female,33,No,California,Fallbrook
4016-BJKTZ,Stayed,No,80,4398,108.90,3617.30,4,Two Year,Bank Withdrawal,Offer C,Fiber Optic,Yes,Female,20,No,California,San Jose
4018-KJYUY,Stayed,No,78,2722,20.15,1182.04,5,Month-to-Month,Credit Card,Offer D,No Internet Service,No,Male,43,No,California,Courtland
4018-PPNDW,Stayed,No,21,5970,24.10,2365.95,4,Two Year,Credit Card,Offer B,No Internet Service,No,Female,23,No,California,California City
4020-KIUDI,Stayed,No,42,2186,19.85,281.23,5,Month-to-Month,Credit Card,Offer E,No Internet Service,No,Male,54,No,California,Los Angeles
4021-RQSNY,Churned,Yes,72,5137,98.50,3754.22,3,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Male,75,Yes,California,Moreno Valley
4023-RTIQM,Stayed,No,39,2166,50.40,1580.10,3,One Year,Credit Card,Offer C,DSL,No,Female,72,Yes,California,Redcrest
4024-CSNBY,Stayed,No,51,6295,94.25,7743.19,4,Two Year,Bank Withdrawal,No Offer,Fiber Optic,Yes,Female,39,No,California,Mount Hamilton
4026-SKKHW,Joined,No,76,2166,50.25,236.87,3,Month-to-Month,Credit Card,No Offer,Cable,Yes,Male,35,No,California,Dillon Beach
4029-HPFVY,Joined,No,67,4275,70.30,249.62,4,Month-to-Month,Credit Card,No Offer,Fiber Optic,No,Male,35,No,California,San Francisco
4030-VPZBD,Churned,Yes,91,2860,30.90,59.05,2,Month-to-Month,Bank Withdrawal,No Offer,DSL,Yes,Female,53,No,California,Comptche
4032-RMHCI,Stayed,No,43,4375,35.40,1412.40,4,One Year,Credit Card,Offer B,Cable,No,Female,37,No,California,Fall River Mills
4039-HEUNW,Churned,Yes,82,4652,96.50,4034.06,3,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Male,77,Yes,California,Irvine
4039-PIMHX,Stayed,No,37,4306,49.80,2480.23,3,Two Year,Credit Card,No Offer,DSL,No,Male,74,Yes,California,San Diego
4043-MKDTV,Stayed,No,31,6319,105.25,9967.74,5,Two Year,Bank Withdrawal,Offer A,Fiber Optic,Yes,Male,54,No,California,Rancho Mirage
4049-ZPALD,Stayed,No,68,5483,99.00,8674.68,4,Two Year,Bank Withdrawal,Offer B,Fiber Optic,No,Female,35,No,California,Forest Falls
4054-CUMIA,Stayed,No,40,2429,20.25,1039.87,4,Month-to-Month,Credit Card,Offer D,No Internet Service,No,Female,29,No,California,San Miguel
4056-QHXHZ,Stayed,No,28,5246,107.45,7771.82,4,Two Year,Credit Card,Offer A,Fiber Optic,Yes,Female,49,No,California,Goleta
4057-FKCZK,Stayed,No,25,4348,82.50,6563.99,3,Two Year,Bank Withdrawal,No Offer,Fiber Optic,No,Male,40,No,California,Prather
4059-IIEBK,Stayed,No,61,4025,78.55,761.08,3,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Female,51,No,California,Ojai
4060-LDNLU,Stayed,No,38,4329,96.20,961.21,5,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Male,22,No,California,Diamond Bar
4061-UKJWL,Joined,No,72,3666,45.45,202.81,5,Month-to-Month,Credit Card,No Offer,Cable,No,Male,35,No,California,San Francisco
4062-HBMOS,Stayed,No,80,5432,103.05,5599.97,4,Month-to-Month,Bank Withdrawal,Offer B,Fiber Optic,No,Male,33,No,California,Redding
4063-EIKNQ,Stayed,No,31,4075,20.95,422.21,3,Month-to-Month,Bank Withdrawal,No Offer,No Internet Service,No,Male,33,No,California,Canyon Country
4065-JJAVA,Joined,No,59,5262,49.50,96.49,4,Month-to-Month,Bank Withdrawal,No Offer,DSL,No,Female,56,No,California,Oakland
4067-HLYQI,Stayed,No,29,4860,70.40,4097.95,4,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Female,43,No,California,Colton
4070-OKWVH,Stayed,No,57,6212,94.60,6545.76,3,Month-to-Month,Bank Withdrawal,Offer B,Fiber Optic,No,Female,60,No,California,Mira Loma
4072-IPYLT,Stayed,No,56,2161,51.05,2525.28,3,Month-to-Month,Credit Card,No Offer,DSL,No,Female,32,No,California,Randsburg
4074-SJFFA,Churned,Yes,83,2614,54.75,67.76,3,Month-to-Month,Mailed Check,No Offer,DSL,No,Female,44,No,California,San Francisco
4075-JFPGR,Stayed,No,68,5561,93.50,5694.12,3,One Year,Bank Withdrawal,Offer B,Fiber Optic,No,Female,27,No,California,Rancho Cucamonga
4075-WKNIU,Stayed,No,44,2342,73.35,789.40,4,Two Year,Credit Card,Offer E,DSL,Yes,Female,25,No,California,Bell
4077-CROMM,Churned,Yes,68,5000,104.20,3342.07,1,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,Yes,Female,51,No,California,Modesto
4077-HWUYD,Stayed,No,43,5341,87.55,9675.07,4,Two Year,Bank Withdrawal,No Offer,DSL,Yes,Male,59,No,California,Modesto
4078-SAYYN,Churned,Yes,65,2229,100.75,1664.79,2,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Female,45,No,California,Burbank
4079-ULGFR,Stayed,No,75,3705,20.00,341.78,3,Month-to-Month,Credit Card,Offer D,No Internet Service,No,Male,22,No,California,Paicines
4079-VTGLK,Stayed,No,27,5610,74.85,3396.75,5,Two Year,Bank Withdrawal,No Offer,DSL,No,Male,77,Yes,California,Riverside
4079-WWQQQ,Stayed,No,24,4266,65.55,4807.45,4,Two Year,Bank Withdrawal,No Offer,Cable,Yes,Male,45,No,California,San Francisco
4080-IIARD,Stayed,No,41,2569,76.20,1134.72,5,Month-to-Month,Bank Withdrawal,Offer D,DSL,Yes,Female,42,No,California,Los Angeles
4080-OGPJL,Churned,Yes,66,2662,71.15,948.77,1,Month-to-Month,Bank Withdrawal,Offer E,DSL,Yes,Female,53,No,California,San Pedro
4081-DYXAV,Churned,Yes,72,5182,44.85,893.55,3,One Year,Credit Card,No Offer,DSL,No,Female,27,No,California,San Jose
4083-BFNYK,Stayed,No,71,5148,95.00,5554.41,4,One Year,Credit Card,No Offer,Fiber Optic,No,Female,74,Yes,California,Acton
4083-EUGRJ,Churned,Yes,91,3361,20.25,258.69,1,Month-to-Month,Credit Card,No Offer,No Internet Service,No,Male,37,No,California,Oceanside
4086-ATNFV,Stayed,No,48,4522,60.80,3727.77,4,One Year,Mailed Check,Offer C,Cable,No,Female,34,No,California,Hawaiian Gardens
4086-WITJG,Stayed,No,30,4808,19.70,2356.16,5,Two Year,Credit Card,Offer A,No Internet Service,No,Male,53,No,California,Los Angeles
4086-YQSNZ,Churned,Yes,89,3834,80.40,233.92,2,Month-to-Month,Bank Withdrawal,Offer E,Fiber Optic,No,Female,74,Yes,California,Glencoe
4088-YLDSU,Churned,Yes,86,4369,104.15,6326.60,1,One Year,Bank Withdrawal,Offer B,Fiber Optic,Yes,Male,21,No,California,Redwood City
4090-KPJIP,Joined,No,70,3641,74.95,189.72,5,Month-to-Month,Bank Withdrawal,Offer E,Fiber Optic,No,Female,42,No,California,Anaheim
4091-TVOCN,Stayed,No,69,2257,78.75,3843.89,3,One Year,Credit Card,Offer B,Cable,No,Male,51,No,California,Potrero
4092-OFQZS,Stayed,No,40,4147,20.65,1346.90,3,One Year,Credit Card,Offer D,No Internet Service,No,Male,27,No,California,Manhattan Beach
4094-NSEDU,Churned,Yes,73,4819,94.25,2417.90,2,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Female,79,Yes,California,Temecula
4097-YODCF,Stayed,No,78,5382,103.80,3616.32,4,One Year,Bank Withdrawal,Offer C,Fiber Optic,No,Male,35,No,California,Fawnskin
4098-NAUKP,Stayed,No,72,6404,84.65,7064.68,3,Two Year,Bank Withdrawal,Offer A,Fiber Optic,No,Male,70,Yes,California,Oceano
4102-HLENU,Stayed,No,20,5441,65.65,5852.46,3,Two Year,Credit Card,No Offer,Cable,No,Female,51,No,California,Auburn
4102-OQUPX,Churned,Yes,91,5429,74.40,121.76,3,Month-to-Month,Bank Withdrawal,No Offer,Fiber Optic,No,Male,67,Yes,California,Sheep Ranch
4104-PVRPS,Stayed,No,47,2977,53.60,1459.83,3,Month-to-Month,Mailed Check,Offer C,Cable,Yes,Male,56,No,California,Rialto
4106-HADHQ,Churned,Yes,76,2704,80.00,4575.25,1,One Year,Credit Card,No Offer,DSL,Yes,Male,42,No,California,Emigrant Gap
4109-CYRBD,Stayed,No,39,5495,51.60,2533.85,5,One Year,Bank Withdrawal,Offer C,DSL,No,Male,77,Yes,California,Menifee
4110-PFEUZ,Churned,Yes,73,2792,69.55,99.33,1,Month-to-Month,Credit Card,Offer E,Fiber Optic,No,Female,54,No,California,Daggett
4111-BNXIF,Stayed,No,56,4478,59.55,4103.90,4,Two Year,Bank Withdrawal,No Offer,DSL,Yes,Female,19,No,California,Rancho Cucamonga
4112-LUEIZ,Churned,Yes,84,4206,89.50,990.90,3,Month-to-Month,Bank Withdrawal,Offer D,Fiber Optic,No,Male,55,No,California,La Palma
4114-QMKVN,Stayed,No,53,6494,68.75,4334.76,3,One Year,Bank Withdrawal,No Offer,DSL,No,Female,25,No,California,Surfside
4115-BNPJY,Stayed,No,44,5625,75.55,2995.74,5,Two Year,Credit Card,No Offer,DSL,Yes,Male,60,No,California,National City
4115-NZRKS,Stayed,No,25,2415,89.15,688.87,5,One Year,Bank Withdrawal,No Offer,Fiber Optic,No,Female,72,Yes,California,San Diego
4115-UMJFQ,Stayed,No,32,4043,35.75,2642.25,5,One Year,Bank Withdrawal,No Offer,DSL,No,Male,37,No,California,West Hills
4116-IQRFR,Stayed,No,21,4463,24.10,139.82,3,One Year,Credit Card,Offer E,No Internet Service,No,Male,55,No,California,Cressey
4116-TZAQJ,Churned,Yes,76,5393,74.25,764.39,1,Month-to-Month,Credit Card,No Offer,Fiber Optic,No,Female,23,No,California,Culver City
